,season,episode,title,speaker,line,category
409,3,19,The Negotiation,Toby,"There's a bunch of people back here, maybe...",Logistics
410,3,19,The Negotiation,Toby,"I don't think Michael intended to punish me, by putting Ryan back here with Kelly. But, if he did intend that? Wow. Genius.",Interpersonal
411,3,19,The Negotiation,Angela,"What happened, exactly? I wasn't here, so I haven't really heard the whole story.",Logistics
412,3,19,The Negotiation,Jan,"Why don't we talk next month, after the quarter ends?",Logistics
413,3,19,The Negotiation,Jan,"Today. All right, well, uh, if you want to do it today, we should meet in person, and uh, can you get here by five?",Logistics
414,3,19,The Negotiation,Jan,"Great. Uh, and listen. Because of our, uh, our... you know, situation, we're gonna need to have a third party present.",Logistics
415,3,19,The Negotiation,Jan,"No, Michael. We, we need an HR rep. So, uh, I think you should just bring Toby.",HR
416,3,19,The Negotiation,Jan,"...and we need someone else, in the room, because of our relationship. You know this. Michael, either Toby comes with you, or we don't do it.",HR
417,3,19,The Negotiation,Jan,I have to call you the second I get a new assistant?,Logistics
418,3,19,The Negotiation,Jan,"Hi, Toby.  First---  First off, Michael, this is a salary negotiation. All matters regarding our personal relationship have to be set aside. Are we clear?",HR
419,3,19,The Negotiation,Jan,Right now we can offer you a 6% raise.,HR
420,3,19,The Negotiation,Toby,Just preparing for the deposition.,Logistics
421,3,19,The Negotiation,Toby,This may be the first time that a male subordinate has attempted to get a modest scheduled raise by threatening to withhold s*x from a female superior. It will be a groundbreaking case when it inevitably goes to trial.,HR
422,3,19,The Negotiation,Jan,"Okay, Michael. Please, why don't we just take a break. This is really going nowhere.",Interpersonal
423,3,19,The Negotiation,Jan,What's wrong with you?,Interpersonal
424,3,19,The Negotiation,Jan,"Okay, Michael. I can offer you a 12% raise, but you have got to ask for 15.",HR
425,3,19,The Negotiation,Jan,"No, just... I just need you to ask for it, so I can record that you asked for it. Okay?",Logistics
426,3,19,The Negotiation,Jan,No. But we can offer you 12.,HR
427,3,20,Safety Training,Toby,"Ok, um, one thing that you're gonna want to look out for is carpal tunnel syndrome. It's recommended that you take a ten minute break from typing every hour. For your circulation, you're gonna want to get up out of your chairs and uh, and move around about ten minutes every hour.",Logistics
428,3,20,Safety Training,Toby,"Um, yeah. You're computer screen can be a big strain on your eyes, so uh, it's also recommended that you step away for about... about ten minutes every hour.",Logistics
429,3,20,Safety Training,Toby,"No, no. Um, you always want to keep a sweater or cardigan of some sort, in case it gets drafty.",Logistics
430,3,21,Product Recall,Oscar,I wonder how many phone calls you're missing while you're teaching us to answer calls.,Logistics
431,3,21,Product Recall,Angela,Can you just tell us what we need to do so we can go?,Logistics
432,3,21,Product Recall,Angela," Excuse me? Well, I don't see how that's our fault. And I've already told you, the official position of Dunder Mifflin is apologetic, so I don't know what you want from me. ",Logistics
433,3,21,Product Recall,Angela,"...and the company has already apologized, so you can take that apology or not.   I think he had Tourette's or something!",Logistics
434,3,21,Product Recall,Angela,"Yeah, well you didn't know that when you filled out this payroll form.",HR
435,3,22,Women's Appreciation,Toby,I don't think laughing about it is an appropriate response.,HR
436,3,22,Women's Appreciation,Jan,"...come over after work tonight, OK? I miss your body.",Personal
437,3,22,Women's Appreciation,Jan,"I'll give you $200. And if I get up before you, I'll leave it on the dresser.",Personal
438,3,22,Women's Appreciation,Jan,"You know whatever. Just let my assistant know if you're coming over so he can get more vodka, OK? Hunter, are you on?",Logistics
439,3,22,Women's Appreciation,Angela,Malls are just awful and humiliating. They're just store after store of these horrible salespeople making a big fuss out of an adult shopping in a junior's section. There are petite adults who are sort of... smaller who need to wear... maybe a kids' size 10.,Opinions
440,3,22,Women's Appreciation,Angela,"Meredith, slow down! We're not gonna get there any faster if we're dead.",Humour
441,3,22,Women's Appreciation,Angela,"Sometimes, the clothes at GapKids are just too flashy. So I'm forced to go to the American Girl store and order clothes for large colonial dolls.",Personal
442,3,22,Women's Appreciation,Jan,"Michael...  I was, um... I was really unhappy with our conversation earlier. And I... I just - I couldn't stop thinking about it. So I decided that I would drive down here and apologize to you in person. So...  I'm sorry.",Interpersonal
443,3,22,Women's Appreciation,Jan," Oh. Hold on, I'm sorry.",Interpersonal
444,3,22,Women's Appreciation,Jan,"One second. Oh! It's from you. Uh, you wanna grab some dinner?",Personal
445,3,22,Women's Appreciation,Jan,"OK.  ""It's me, Michael. I'm just calling to say that I think we need a little break, permanently. And, uh, I know everybody says this, but I want...""",Interpersonal
446,3,23,Beach Games,Angela,I knew you were saying sabotage. I was giving you an example of it. I will misunderstand everything that Andy says until he goes insane.,Interpersonal
447,3,23,Beach Games,Oscar,If either of these guys are put in charge of the office I will transfer to Albany. Gil can come if he wants. I'm kinda looking for a way out of that relationship anyway. I think I might try girls for a while. Angela thinks I can cross over. We'll see.,Personal
448,3,23,Beach Games,Angela,I'm not going to talk through the fire after your disgusting feet have gone through.,Humour
449,3,23,Beach Games,Angela,"Or Mrs. ""Outside Hire.""",Humour
450,3,24,The Job (Parts 1&2),Oscar,"Hey, Pam I've been meaning to say something to you. I really miss our friendship. ",Interpersonal
451,3,24,The Job (Parts 1&2),Angela,"No Dwight, I don't care if that is how they consolidated power in ancient Rome.",Humour
452,3,24,The Job (Parts 1&2),Jan,"I'm great. Uh, can we, can we talk... privately... for a minute?",Interpersonal
453,3,24,The Job (Parts 1&2),Jan,"I just,  I uh... I don't uh... I, I don't, I don't like the way that we left things.",Interpersonal
454,3,24,The Job (Parts 1&2),Jan,"Sorry to drop by unexpectedly. I uh, I tried calling, but I kept getting voice mail.",Interpersonal
455,3,24,The Job (Parts 1&2),Jan,"After you ended... everything with us, I went on a vacation.",Personal
456,3,24,The Job (Parts 1&2),Jan,"It was. Yeah, it was good.  I think I'll just get right to the point, you know? Um, I, I feel good about myself for the first time in a really long time.",Personal
457,3,24,The Job (Parts 1&2),Jan,I've made some big changes in my life and... I miss you. I want us to get back together.,Personal
458,3,24,The Job (Parts 1&2),Jan,So...  there are a lot of things that I would like to do differently.,Interpersonal
459,3,24,The Job (Parts 1&2),Jan,"I feel like, when we first got together, that I had a problem with my priorities.",Interpersonal
460,3,24,The Job (Parts 1&2),Jan,And if we could talk about a way to approach a possible reconciliation...,Interpersonal
461,3,24,The Job (Parts 1&2),Oscar,Do you really think he's qualified for that job?,Logistics
462,3,24,The Job (Parts 1&2),Jan,How was your interview?,Logistics
463,3,24,The Job (Parts 1&2),Jan,What's... what's the matter? What... what happened in there?,Interpersonal
464,3,24,The Job (Parts 1&2),Jan,Tell me what?,Interpersonal
465,3,24,The Job (Parts 1&2),Jan,You son of a bitch!,Interpersonal
466,3,24,The Job (Parts 1&2),Jan,"No, I wanna know. I wanna know! Because if it is, then, then, then I will see you in court!",HR
467,3,24,The Job (Parts 1&2),Jan,"'Cause he likes them.  Okay? He likes them. And, and that is, that is all I care about.",Interpersonal
468,3,24,The Job (Parts 1&2),Jan,"Okay, you know what? I'm just not leaving. I'm not leaving. Not leaving.",Interpersonal
469,3,24,The Job (Parts 1&2),Jan,"Don't let them change you, okay?  So long, .",Interpersonal
470,3,24,The Job (Parts 1&2),Jan,"Oh, just... No, actually I think it's good, you know? It's fine, actually, I do. I really think it's great that it happened. Because, you know, my work has always been the thing that has gotten in the way of my happiness, so... ",Personal
471,3,24,The Job (Parts 1&2),Jan," Oh, I know, I know. It's just... I'm sorry. It's just these painkillers that I started taking since the surgery. Ohhh! They make my moods totally unpredictable! Wow! What am I gonna do?",Personal
472,3,24,The Job (Parts 1&2),Jan,"Live together. Actually, wait a minute! This could be great! This could be perfect! You know, my full-time job could be our relationship. I could wear stretch pants and wait for you to come home at 5:15.  It could work. This could work, really!",Personal
473,4,1,Fun Run (Parts 1&2),Oscar,"I don't know, there is no evidence of intimacy. They've been in remarkably good moods. It could be other things.",Interpersonal
474,4,1,Fun Run (Parts 1&2),Angela,"She's been sick for some time. Thank you for asking, no one asks... about Sprinkles.",Personal
475,4,1,Fun Run (Parts 1&2),Angela,"I have to give her her meds, I have to pet her, and who will she eat lunch with?",Personal
476,4,1,Fun Run (Parts 1&2),Angela,"There's bad blood, jealousies, cliques.",Interpersonal
477,4,1,Fun Run (Parts 1&2),Angela,Can you do me a little favor? Go to my place at lunch and give Sprinkles her medicine.,Personal
478,4,1,Fun Run (Parts 1&2),Angela,"There's a diabetes shot, roll the insulin in your hand, don't shake it. She gets an ace inhibitor with her meal, but you have to put her right in front of the dish or she won't see it because of the cataracts. Mix one capsule of omega fatty acid in with her kidney medicine, um... and you want to give that to her 15 minutes after she's eaten. And, oh and there's a fungal cream because she has this infection under her tail, so you're gonna have to lift her tail and put the cream right at the base of her tail.",Personal
479,4,1,Fun Run (Parts 1&2),Toby,"No, I did not violate an Indian burial ground. In fact I had some good luck recently, Alfredo's Pizza, picked my business card out of the basket, so... uh, I got a week of free pies.",Humour
480,4,1,Fun Run (Parts 1&2),Angela,Sprinkles never hurt a soul. God in your infinite wisdom how could you do this? She wasn't ready. She had so much left to accomplish.,Personal
481,4,1,Fun Run (Parts 1&2),Angela,"This is Sprinkles.  She was my best friend. I kept her going through countless ailments. I asked Dwight Schrute to feed her once, and she is now deceased. This is Halloween last year,  just a couple of kittens  out on the town.",Personal
482,4,1,Fun Run (Parts 1&2),Angela,"Pssst. I'm having relationship problems. And since you're always having relationship problems, I thought you'd be able to give me some advice.",Personal
483,4,1,Fun Run (Parts 1&2),Angela,"I have this crazy thought, that I know is crazy. That maybe Dwight killed my cat.",Personal
484,4,1,Fun Run (Parts 1&2),Angela,"When I got home, Sprinkles' body was in the freezer where Dwight said he left her, but all my bags of frozen french fries had been clawed to shreds.",Personal
485,4,1,Fun Run (Parts 1&2),Jan,There's no prize money.,Logistics
486,4,1,Fun Run (Parts 1&2),Jan,So I heard that you were peeping on Michael.,Interpersonal
487,4,1,Fun Run (Parts 1&2),Jan,"I don't know what your deal is, but he's mine, OK? So hands off.",Interpersonal
488,4,1,Fun Run (Parts 1&2),Oscar,"You're doing great Michael, look at you go!",Interpersonal
489,4,1,Fun Run (Parts 1&2),Jan,Michael that's irrational.,Opinions
490,4,1,Fun Run (Parts 1&2),Toby,"I'm makin' great time. Usually I have to take a bathroom break half way through a race like this, but not today.",Humour
491,4,1,Fun Run (Parts 1&2),Angela,The vet is removing all of Sprinkles organs right now and sending them to the lab.,Personal
492,4,1,Fun Run (Parts 1&2),Angela,Well then she barfed them up in the freezer and tried to get out.,Personal
493,4,1,Fun Run (Parts 1&2),Angela,"Cat Heaven is a beautiful place, but you don't get there if you're euthanized.",Personal
494,4,3,Dunder Mifflin Infinity (Parts 1&2),Toby,"...about some other people engaging in PDA and, you know  I just wanted to remind it's not appropriate to, to do that.",HR
495,4,3,Dunder Mifflin Infinity (Parts 1&2),Angela," For the record, I have never been involved with anyone at work, in any capacity.",HR
496,4,3,Dunder Mifflin Infinity (Parts 1&2),Angela,I can't believe you just thought you could replace Sprinkles. Before she's even in the ground.,Personal
497,4,3,Dunder Mifflin Infinity (Parts 1&2),Toby,"Oh well, you know, those were only for, you know  relationships, so... if, if this is just a casual thing, there's no need, really.",Personal
498,4,3,Dunder Mifflin Infinity (Parts 1&2),Angela,"Hello, Dwight. I've been thinking about things and I wanted to know if you would have dinner with me tonight?",Interpersonal
499,4,3,Dunder Mifflin Infinity (Parts 1&2),Angela,I would prefer a public place. See you after work.,Interpersonal
500,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,"Well, not exactly my job... I had a different title.",Logistics
501,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,"Different salary.  You'll get there, don't worry.",Logistics
502,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,Best decision I ever made.,Opinions
503,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,You know what? I love the beard. Keep it forever. ,Opinions
504,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,"So, what's Ryan doing here?",Interpersonal
505,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,He's such a snake.,Opinions
506,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,I hope he's gets hit with an ageism suit.,Logistics
507,4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,"Ageism? Companies they can't discriminate against people due to old age. Like a couple years ago we tried to force out some of the older branch managers with a mandatory retirement age and then Ed Truck, your old boss, threatened us with a lawsuit, so we had to back off.",HR
508,4,3,Dunder Mifflin Infinity (Parts 1&2),Angela,I can't do this. I can't be with you. Every time I look in your eyes I see Sprinkles' stiff lifeless body.,Personal
509,4,3,Dunder Mifflin Infinity (Parts 1&2),Angela,I will leave your toothbrush on top of your tire tomorrow morning. ,Personal
510,4,3,Dunder Mifflin Infinity (Parts 1&2),Toby, This is everybody else... okay... This is the place... so thanks for the lift.,Logistics
511,4,5,Launch Party (Parts 1&2),Angela,I feel angry. Angry at you. Angry at you for doing something stupid. Angry at me for believing you could do something not stupid.,Opinions
512,4,5,Launch Party (Parts 1&2),Angela,"Then it would say lanch party, Kevin. Would it really be better if it said lanch party?",Logistics
513,4,5,Launch Party (Parts 1&2),Angela,"Plan a party, Angela. Oh! And the entire world will see it. Oh! And here's $65.00 for your budget. Oh and here are four idiots who'll do nothing but weigh you down. Oh. And your cat's still dead.",Logistics
514,4,5,Launch Party (Parts 1&2),Jan," My friends? Michael, I was terminated.",HR
515,4,5,Launch Party (Parts 1&2),Jan,Is it really that important to you?,Interpersonal
516,4,5,Launch Party (Parts 1&2),Angela,I asked for assorted cutlery and I got back spoons. These are worthless.,Logistics
517,4,5,Launch Party (Parts 1&2),Angela,"Phyllis. These are spoooons. Spoons have rounded tops, and are used to scoop things. What we need are forks, which have prongs, or tiny spears on top. And we need knives, which have blades. Do you understand me now?",Humour
518,4,5,Launch Party (Parts 1&2),Angela,Because there's a party! A party for the website I've been planning for two weeks.,Logistics
519,4,5,Launch Party (Parts 1&2),Angela,"How do you tell someone it's over? You send them a notarized letter, right? Well, what if the recipient is your notary?",Logistics
520,4,5,Launch Party (Parts 1&2),Angela,Hey. Do you have any men that you can fix me up with? I would like to have a relationship with a man.,Personal
521,4,5,Launch Party (Parts 1&2),Oscar,"Michael, there's a very big difference between these two pizza places. Both in quality of ingredients, and overall taste. Which one did you order from?",Opinions
522,4,5,Launch Party (Parts 1&2),Angela,It should take no time at all if you put the care into it that you normally do.,Personal
523,4,5,Launch Party (Parts 1&2),Angela,"I have been working on a party for three weeks that just got thrown out the window. So now I've got to pull together a whole new party, and my useless number two quit, so now there's no one in charge of orchids, chocolates, or the thing that's made of ice. And my upper back itches, and it's itched all day, and I can't reach it, and Kevin had Greek food for lunch again.",Logistics
524,4,5,Launch Party (Parts 1&2),Angela,"I needed another hour, it could have been done in another hour.",Logistics
525,4,5,Launch Party (Parts 1&2),Angela,That's why you're not in charge Meredith.,Logistics
526,4,7,Money (Parts 1&2),Jan,"Well, they both go with the carpet I've ordered, and if you go with the brown leather on the sofas, then they go with that too.",Opinions
527,4,7,Money (Parts 1&2),Jan,A futon's not a sofa.,Opinions
528,4,7,Money (Parts 1&2),Jan,Conniving little runt. Put him through.,Interpersonal
529,4,7,Money (Parts 1&2),Jan,"So, um, I forgot to tell you that I need the car tonight.",Logistics
530,4,7,Money (Parts 1&2),Jan,"Why? Improv? Why don't you just pretend you have a car? Good practice, incase you ever do a scene where you need to pretend you have a car?",Humour
531,4,7,Money (Parts 1&2),Angela,What about my cherub figurine?,Personal
532,4,7,Money (Parts 1&2),Angela,"No I left it on my night table--- your night table, by the lamp.",Personal
533,4,7,Money (Parts 1&2),Jan,"You drive, I had too much wine.",Personal
534,4,7,Money (Parts 1&2),Toby,"It was Ryan wanted Michael, the subject, to explain the computer system, the object.",Logistics
535,4,7,Money (Parts 1&2),Toby,"To whomever, meaning us, the indirect object. Which is the correct usage of the word.",Opinions
536,4,7,Money (Parts 1&2),Oscar,"Hey, I just wanted you to know that you can't just say the word bankruptcy and expect anything to happen.",Logistics
537,4,7,Money (Parts 1&2),Oscar,"Okay, the green bar is what you spend every month on stuff you need, like a car and a house.",Logistics
538,4,7,Money (Parts 1&2),Oscar,"The red bar is what you spend on non-essentials, like magazines, entertainment, things like that.",Logistics
539,4,7,Money (Parts 1&2),Oscar,"This scary black bar is what you spend on things that no one ever, ever needs, like multiple magic sets, professional bass fishing equipment.",Humour
540,4,7,Money (Parts 1&2),Oscar,"So due to Michael's clever financial maneuvering, he finds himself tremendously in debt.",Logistics
541,4,7,Money (Parts 1&2),Jan," Michael, how did this happen? Where did all your money go? I don't, I don't get this. I really don't. I don't know how you could be so irresponsible. I mean, this is, it is astounding to me, really. I don't know what more to say.",Interpersonal
542,4,7,Money (Parts 1&2),Jan," Well, is he coming right back?",Logistics
543,4,7,Money (Parts 1&2),Angela," You may ask me out to dinner. Nothing fancy or foreign, no bars, no patios, no vegetables, and no seafood.",Personal
544,4,7,Money (Parts 1&2),Jan,"Well, why are you sitting on a train? Where are you going?",Personal
545,4,7,Money (Parts 1&2),Jan,What does that mean?,Opinions
546,4,7,Money (Parts 1&2),Jan,"Michael, come on. Running away from your problems won't solve anything. You know that.",Interpersonal
547,4,7,Money (Parts 1&2),Jan,"Your creditors can follow you anywhere with ease. Your debt follows you around the world, electronically.",Logistics
548,4,7,Money (Parts 1&2),Jan,"Uh, Michael, come on, come on, you can deal with this. It's not that bad.",Interpersonal
549,4,7,Money (Parts 1&2),Jan,"Well, when my life fell apart and they, and they screwed me in New York, and I felt like my whole world was collapsing around me, I didn't have anyone. I mean, my whole family still won't even talk to me, on the advice of counsel, and my friends were just waiting for this to happen.",Personal
550,4,7,Money (Parts 1&2),Jan,"Michael, no, what I want to say is you were there for me. By my side. Without even a thought. That's just who you are. I mean, no matter how badly I treat you, or what I'm going through, you just, you are there for me. And that is a guy worth staying beside. So, where's this train taking us?",Personal
551,4,7,Money (Parts 1&2),Jan,I'm keeping them. I know you like them. They're kind of uncomfortable though.,Personal
552,4,7,Money (Parts 1&2),Jan,It's kind of painful and my nipples are over-sensitive now.,Personal
553,4,9,Local Ad,Oscar,When I was younger I always wanted to be an actor in commercials. Then I realized I had a brain.,Personal
554,4,10,Branch Wars,Oscar,"Besides having s*x with men, I would say that the Finer Things Club is the gayest thing about me.",Personal
555,4,10,Branch Wars,Oscar,Can you imagine a life where all you have to do is summer in the Italian countryside?,Personal
556,4,10,Branch Wars,Toby,"Alright, just know that you're not in the Finer Things Club.",Interpersonal
557,4,10,Branch Wars,Oscar,"And George, his- his youthfulness. His, um, freedom.  Evokes, um, um, feeling, um, to the, um... What are you microwaving!?",Humour
558,4,10,Branch Wars,Toby,What was fun about it for you? Was it the death of the twins?,Humour
559,4,11,Survivor Man,Toby,"I really didn't think I was going to have a good time, but I did. Totally did.",Opinions
560,4,11,Survivor Man,Toby,"Under the stars. It was really beautiful, you should come.",Personal
561,4,11,Survivor Man,Toby,"Me, Dan from Buffalo, Mark Chisholm, Jeff from Albany and Ryan, obviously. Made so many s'mores, that I finally had to say, ""No more s'mores, no more s'mores."" ",Personal
562,4,11,Survivor Man,Toby,"Ryan invited me to go on his wilderness adventure retreat. It was this amazing, beautiful experience ",Personal
563,4,11,Survivor Man,Angela,It's birthday month. Creed's is today. Oscar's is week after next. Meredith's is at the end of the month.  Michael usually goes with red and white streamers...,Logistics
564,4,11,Survivor Man,Oscar," ""Let's be honest, as fun as birthdays are we could all use a break from the constant cake, so let's celebrate birthday month in style today."" This is really cool.",Opinions
565,4,11,Survivor Man,Oscar,"No, totally, totally. This way we get it all out of the way at once and it could actually be fun.",Opinions
566,4,11,Survivor Man,Toby,"Hey, I just got the word on the communal birthdays. Great idea.",Logistics
567,4,11,Survivor Man,Toby,"Well, it... there was. But Michael scheduled it for 4:58 on a Friday. You know, people sang in the parking lot.",Logistics
568,4,11,Survivor Man,Toby,"I don't know, I just thought you could include me.",Interpersonal
569,4,11,Survivor Man,Toby,I just though you could add me. I don't see the harm in that.,Interpersonal
570,4,11,Survivor Man,Angela,"No. No way. I am not a machine, Jim. You can't just change plans willy nilly and expect these little magic party elves to do your bidding. We already have devils food, peach cobbler, Fudgie the Whale, mushroom caps.",Humour
571,4,11,Survivor Man,Toby,I'm allergic to mushrooms.,Personal
572,4,12,The Deposition,Jan,"I don't know, it's just, ugh, I never felt welcomed there, you know? It's such a...boys club.",Interpersonal
573,4,12,The Deposition,Jan,And they displayed a pattern of disrespect and inappropriate behavior.,HR
574,4,12,The Deposition,Jan,"Um, no, I want it up. My hair.",Personal
575,4,12,The Deposition,Jan,"Remember, it isn't just a pattern, It's a pattern of disrespect, and inappropriate behavior.",HR
576,4,12,The Deposition,Jan,"Uh, come on Micheal, that's tacky.",Opinions
577,4,12,The Deposition,Jan,"Stop saying ridiculous things. He's just gonna tell the truth, the truth is-is very...you know, complicated, so we went over it carefully, and-and just so we wouldn't leave anything up to chance or Michael's judgment.",HR
578,4,12,The Deposition,Jan,"Michael, I told you, I am not putting the top down.",Interpersonal
579,4,12,The Deposition,Toby,"Michael, I'm your HR Rep. I'm on your side.",HR
580,4,12,The Deposition,Jan,"Michael, just relax, okay?",Interpersonal
581,4,12,The Deposition,Jan,People underestimate Michael. There are plenty of things that he is well above average at. Like ice skating. He is a very good ice skater.,Opinions
582,4,12,The Deposition,Jan,"Okay, if I may, he was just telling a joke before, so can we move on to another question?",HR
583,4,12,The Deposition,Toby," ...You know, I, uh, I know a little about what you're going through in a way. Um, when I was a kid, my parents got divorced. They both wanted custody, and they both asked me to testify against the other one in court. So, I don't know, I didn't want them getting divorced in the first place you know? I loved them both so much. I just wanted... ",Personal
584,4,12,The Deposition,Jan,"I had to, I'm sorry but I need to win this. We need to win this.",Opinions
585,4,12,The Deposition,Jan,You keep it under my side of the mattress.,Personal
586,4,12,The Deposition,Jan,"Alright, I stole your diary and gave it to my lawyer. You emailed a topless photo of me to everyone in our company. Let's call it even.",HR
587,4,12,The Deposition,Jan,"Michael, I am not the enemy, OK? Dunder Mifflin is the enemy.",Interpersonal
588,4,12,The Deposition,Jan,"Alright, wait. Before you go any further, let me show you what kind of loyalty they have, OK? Lester, please read that part of Wallace's deposition.",HR
589,4,12,The Deposition,Jan,That was my cheap suggestion. Chinese was my cheap suggestion.,Logistics
590,4,13,Dinner Party,Jan,Chilly huh? So glad we finally got to do this with you guys. You wanna take their coats babe?,Personal
591,4,13,Dinner Party,Jan,"Oh well Pam, thank you, this will be great to cook with.",Personal
592,4,13,Dinner Party,Jan,"So what do you guys think, should we do the tour first or the appetizers first?",Personal
593,4,13,Dinner Party,Jan,Do you have a preference babe? Upstairs first?,Personal
594,4,13,Dinner Party,Jan,"Alright, well, let's go then, I say upstairs.",Personal
595,4,13,Dinner Party,Jan,"Yeah, so sorry about this God-awful carpet, we're still a work in progress here.",Personal
596,4,13,Dinner Party,Jan,"I do, I cannot create in the same space I conduct business, I'm sure that you're the same with your doodles.  Smell.",Personal
597,4,13,Dinner Party,Jan,"When I get frustrated, or irritated or... angry, I come up here and I just smell all my candles and it just -poof- goes away.",Personal
598,4,13,Dinner Party,Jan,"So this is the master bedroom, and these walls used to like white, like an asylum. So I wanted it to be softer, So I had it painted in eggshell white.",Personal
599,4,13,Dinner Party,Jan, Babe I thought you said you were going to tidy things up.,Interpersonal
600,4,13,Dinner Party,Jan,"It was between the neon beer sign and the Dundies so I said ""Honey keep the trophies.""",Personal
601,4,13,Dinner Party,Jan,How 'bout we do the short tour and then I'll start dinner?,Personal
602,4,13,Dinner Party,Jan,"Oh no no no, it's just the osso buco needs to braise for about three hours, everything else is done.",Personal
603,4,13,Dinner Party,Jan,"You know Pam, in Spain they often don't start eating until midnight.",Opinions
604,4,13,Dinner Party,Jan,"Do you have a preference, upstairs first?",Personal
605,4,13,Dinner Party,Jan,"So music, should we turn some music?",Personal
606,4,13,Dinner Party,Jan,Do you guys remember my old assistant Hunter? He is an excellent songwriter.,Personal
607,4,13,Dinner Party,Jan,Well I think he's probably just about as reliable as Pam being that it usually takes you an afternoon to get back to me.,Interpersonal
608,4,13,Dinner Party,Angela,Sometimes I think she holds on to faxes.,Logistics
609,4,13,Dinner Party,Jan,"Babe can you just like really, woah, could you just simmer down?",Interpersonal
610,4,13,Dinner Party,Jan,I was watching Jim.,Interpersonal
611,4,13,Dinner Party,Jan,"No no no, no names, no names, no rhyming, no soundalikes.",Humour
612,4,13,Dinner Party,Jan," I'm so, so sorry for the temperature in here. The um, sliding glass door shattered. It's actually a really cute story. Do you wanna tell it babe or should I tell it?",Personal
613,4,13,Dinner Party,Jan,"Come on, it's a cute story, Michael ran through the sliding glass doors because he thought he heard the ice cream truck!",Personal
614,4,13,Dinner Party,Jan,"You are so right, you're so right because before I lived here, the glass was always covered in smudges, and then I moved in and I cleaned it so I guess that makes me the Devil.",Interpersonal
615,4,13,Dinner Party,Jan,"I will get it, I will get it, what kind of hostess would I be if I didn't get. It's okay, I don't mind. In fact you know what, girl's trip, Angela come on. Girl's trip.",Personal
616,4,13,Dinner Party,Jan,"You should see our bathroom after Michael takes a bath, whew. But I don't have to tell you Pam.",Interpersonal
617,4,13,Dinner Party,Jan,Oh well don't tell me that he's really changed since you guys dated.,Interpersonal
618,4,13,Dinner Party,Jan,"Well, Michael told me a little bit about it, but I see the way you look at him.",Interpersonal
619,4,13,Dinner Party,Jan,"Fine, whatever you want, just like always, whatever you want.",Personal
620,4,13,Dinner Party,Jan,We saw Wicked.,Personal
621,4,13,Dinner Party,Jan,"I am so sorry that I don't want to bring kids into this screwed-up world, okay? But look if you want to have kids, then fine you win. Let's have a ing kid.",Personal
622,4,13,Dinner Party,Jan,I hate my life.,Personal
623,4,13,Dinner Party,Angela,The thought of popping one of your beets into my mouth makes me want to vomit.,Opinions
624,4,13,Dinner Party,Jan, Can you not do that? It's disgusting.,Interpersonal
625,4,13,Dinner Party,Jan,How about we take the beer sign down until our guests leave and then we can discuss it.,Personal
626,4,13,Dinner Party,Jan,At least he's an artist.,Opinions
627,4,13,Dinner Party,Jan, AND I'M A CANDLEMAKER BUT YOU DON'T HEAR ME BRAGGING ABOUT IT!,Personal
628,4,13,Dinner Party,Jan,FOR AN INVESTMENT OPPORTUNITY!,Personal
629,4,13,Dinner Party,Jan,YOU BURN IT. YOU BUY IT!,Opinions
630,4,13,Dinner Party,Jan,AND YOU'RE HARDLY MY FIRST!,Personal
631,4,14,Chair Model,Oscar,Been here nine years. Now all of a sudden I'm supposed to park half a mile away.,Logistics
632,4,15,Night Out,Toby,"When I put it in I thought it would be a waste of time, but I guess it was worth it.",Opinions
633,4,15,Night Out,Oscar,We should all make sure to give him a big tip this Christmas.,Logistics
634,4,15,Night Out,Toby,"Sorry guys, but I don't think I tipped him for last year's.",Logistics
635,4,15,Night Out,Toby,"Hey, look what I found in the back.  Wanna play? Teach you to throw.",Humour
636,4,15,Night Out,Toby,"More like ""Everyone let's get your boss laid Saturday.""   I have an announcement uh, to make. I am moving to Costa Rica. Thought about it for a long time now. And I'm finally gonna do it. So, I'm just gonna hop the fence and jog home now. ",Personal
637,4,15,Night Out,Oscar,Why are you assuming they only speak Spanish?,Opinions
638,4,15,Night Out,Oscar," Good evening, we locked ourselves in.  Nosotros trabajamos aqui, nos trancamos, OK?",Humour
639,4,16,Did I Stutter?,Toby,"Uh, I really think that you need to address what happened with Stanley this morning...",Logistics
640,4,16,Did I Stutter?,Toby,"Well, you know, Stanley was openly insubordinate.",Logistics
641,4,16,Did I Stutter?,Toby,He didn't seem like he was joking.,Logistics
642,4,16,Did I Stutter?,Toby,"Alright... Well, um, if you really believe that Stanley was joking...",Logistics
643,4,16,Did I Stutter?,Toby,"You know, Michael, sometimes my daughter's stomach hurts when there's a mean girl at school...",Personal
644,4,16,Did I Stutter?,Toby,"I'd say all the goofing around at Pam's desk, and, and hanging out with Pam, has finally caught up to him... w-with Pam",Interpersonal
645,4,16,Did I Stutter?,Toby,"Well, you can actually fire him.",HR
