,season,episode,title,speaker,line,category
1357,8,18,Last Day In Florida,Toby,"You know, why don't we split the order? It's only fair.",Interpersonal
1358,8,18,Last Day In Florida,Toby,"I'm, I'm not gonna comment on my personal life.",Personal
1359,8,18,Last Day In Florida,Toby,"Yeah, I don't know why you picked names that are also guys' names.",Humour
1360,8,18,Last Day In Florida,Toby,"Don't make me be your pony, Kevin.",Interpersonal
1361,8,18,Last Day In Florida,Toby,Yeah. I have my dignity too. I refuse to be another man's horsey.,Humour
1362,8,19,Get The Girl,Oscar,I remember when that balloon went up there. I was still with Gil. We were so happy.,Personal
1363,8,19,Get The Girl,Toby,Robert did say you'd be joining us. Welcome. I'm Tony.,Interpersonal
1364,8,19,Get The Girl,Toby,"I- I said I'm Tony. Okay I made a mistake. I thought it might go unnoticed. But uh, I'm Toby.",Interpersonal
1365,8,19,Get The Girl,Toby,"It happens, okay? Uh, so let's just find an empty desk for you, and uh, I'm sure Robert will be with you as soon as he gets in.",Logistics
1366,8,19,Get The Girl,Angela,Trust you? The way Pam trusted you to provide for her so she wouldn't have to work?,Interpersonal
1367,8,20,Welcome Party,Oscar,"Pam, hit the brakes. Stanley does not have a moustache. I misspoke. I'm not sure. I think he has one, now that- I think he has a moustache.",Interpersonal
1368,8,20,Welcome Party,Angela,'Cause we come here to do our jobs. We don't stick our noses in other people's business.,Logistics
1369,8,20,Welcome Party,Oscar,"Actually, Nellie, this monologue you're delivering is very offensive.",Interpersonal
1370,8,20,Welcome Party,Angela,We're going to have the fluorescent lights flickering. It's gonna make everyone sick.,Logistics
1371,8,20,Welcome Party,Oscar,"To Nellie Bertram, you are a most welcome and friendly presence at our company.",Logistics
1372,8,20,Welcome Party,Oscar,"Pam, on the other hand, is a most unwelcome, entitled, unfriendly presence in our company.",Logistics
1373,8,20,Welcome Party,Angela,"Nellie is terrific, but to be honest, every day I imagine how happy I'd be if Pam died. ",Personal
1374,8,21,Angry Andy,Oscar,Time's almost up. How many are left?,Logistics
1375,8,21,Angry Andy,Oscar,"Nellie, does the person affected by this want us to help her in any way in particular?",Logistics
1376,8,21,Angry Andy,Angela,"Stop that! Dwight! Stop that, stop it.",Interpersonal
1377,8,21,Angry Andy,Toby,"Erin, HR is a joke. I can't do anything about anything.",HR
1378,8,21,Angry Andy,Oscar,"Ryan, go away! She found herself a beautiful boyfriend!",Humour
1379,8,22,Fundraiser,Oscar,It says here this Smokey Robinson dead thing was a hoax. It's on CNN as of two minutes ago.,Opinions
1380,8,22,Fundraiser,Angela,Robert! The senator was going to wear dark brown tonight... I'm sure it will be fine.,Personal
1381,8,22,Fundraiser,Angela,My husband is sponsoring a fundraiser tonight for local dog shelters! Robert California bought two tables for everyone here! These people were lucky to get seats because it is going to be a who's who of the northern 22nd district!,Personal
1382,8,22,Fundraiser,Angela,We think you might kill Robert.,Interpersonal
1383,8,22,Fundraiser,Angela,"Robert, the senator and I wanted to stop by and say hello.",Personal
1384,8,22,Fundraiser,Oscar,my dog Gerald is my life.,Personal
1385,8,22,Fundraiser,Oscar,"This confirms three things: I'm right about the senator, I still got it, and poor Angela.",Humour
1386,8,22,Fundraiser,Oscar,I stumbled into a very dramatic situation. Angelas husband just hit on me!,Personal
1387,8,22,Fundraiser,Oscar,"We were talking about animals, he gives me his cell phone number. He was just dying for me to have it.",Personal
1388,8,22,Fundraiser,Oscar,"Well, if you would have seen the look he gave me, he wanted to run more than just my vote.",Humour
1389,8,22,Fundraiser,Oscar,He does not think Jim's gay. A gay man would not leave the house wearing those shoes.,Opinions
1390,8,22,Fundraiser,Oscar,sorry about what? There's nothing to be sorry about here.,Interpersonal
1391,8,22,Fundraiser,Oscar,"No. I'm certainly not disappointed that Angelas husband was not hitting on me. I'd have to be a monster to root for that. A lonely, aging monster.",Personal
1392,8,22,Fundraiser,Oscar,"Nice to see you again, it was lovely!",Interpersonal
1393,8,22,Fundraiser,Oscar,why does this always happen to me? Ahh! I just feel so bad for Angela,Personal
1394,8,23,Turf War,Oscar,Why did Binghamton close?,Logistics
1395,8,23,Turf War,Toby,"Now, we're actually a lot closer to Binghamton than you are. Kimosabe.",Logistics
1396,8,23,Turf War,Toby,"I like to think Lloyd Gross is a no-nonsense guy who doesn't back down from anybody. And he calls people ""Kimosabe"".",Opinions
1397,8,23,Turf War,Toby,"That's true. There's no rule. You can check the employee handbook. Oh, can I check the employee handbook Lloyd? Well, does it say anything about me choking a man with my bare hands?",Logistics
1398,8,23,Turf War,Toby,I've seen guys like you. Big guys who like to push the little guys around. Lloyd Gross eats bullies like you for breakfast.,Opinions
1399,8,23,Turf War,Toby,"Hey, text from the old wife. Gonna take that. ",Personal
1400,8,23,Turf War,Angela," Hello! Hello, my clucking hens. Got room for another in the roost? Huh? Don't worry, I won't lay an egg.",Humour
1401,8,23,Turf War,Angela,Robert sent me to take over if Pam fails. If? ,Logistics
1402,8,23,Turf War,Angela,I have been crunching numbers all day. Math is for boys. I need girl talk.,Logistics
1403,8,24,Free Family Portrait Studio,Oscar," Hello. My name's Oscar. I'm an accountant in Scranton, Pennsylvania and I'm gay. And I'm here to tell you that yes- it does get better. When I was younger, um-",Personal
1404,8,24,Free Family Portrait Studio,Oscar,"No, it's just a way to tell young people, no matter how hard it gets for them, there's a brighter future ahead.",Personal
1405,8,24,Free Family Portrait Studio,Oscar,"No matter how hard it gets for you, eh- Kelly, seriously, I-",Personal
1406,8,24,Free Family Portrait Studio,Oscar,"Okay, as you can see, I now have a cool job at a dynamic workplace. Being gay is a celebration of life, it's a simple-",Personal
1407,8,24,Free Family Portrait Studio,Oscar,"In any case, it gets better.  Maybe- maybe not much better... but better.",Opinions
1408,8,24,Free Family Portrait Studio,Angela,No. I am going to hold him because I haven't seen him all day.,Personal
1409,8,24,Free Family Portrait Studio,Angela,"I think that Dwight is doing this whole thing to, um, get a sample of my baby's DNA to prove he's the father. Which... is impossible... because the senator is the only man I've ever been with.",Personal
1410,8,24,Free Family Portrait Studio,Toby,"Andy, we wanted to talk to you. A lot of us are very concerned about you.",Interpersonal
1411,8,24,Free Family Portrait Studio,Toby,I can refer you to someone to talk to.,Logistics
1412,8,24,Free Family Portrait Studio,Oscar,David Wallace hasn't worked here in years.,Logistics
1413,8,24,Free Family Portrait Studio,Toby,"Hey, Andy, Nobody's calling you crazy, Andy. We're your friends, Andy.",Interpersonal
1414,8,24,Free Family Portrait Studio,Toby,Do you see David Wallace in the room right now?,Humour
1415,8,24,Free Family Portrait Studio,Angela,Get out of the car! Get out! Where is he?,Interpersonal
1416,8,24,Free Family Portrait Studio,Angela,"Yes!  Tell me! Tell me where he is! Mose, damn it! Where did he go? Mose! Get back here!",Interpersonal
1417,9,1,The New Guys,Toby,Kelly Kapoor is gone. Her fiancÃ© Ravi was hired as a pediatrics professor at Miami university.,Personal
1418,9,1,The New Guys,Toby,"iami University in Ohio. On her last day, Kelly was still a little confused about it",Personal
1419,9,1,The New Guys,Toby,"Shortly after Kelly left, Ryan quit and also moved to Ohio, for what he claimed were unrelated reasons.",Logistics
1420,9,1,The New Guys,Toby,There's two new guys back there with me now. They're in their 20s. And we really get along.,Personal
1421,9,1,The New Guys,Toby,Just three single guys. Getting into trouble.,Humour
1422,9,1,The New Guys,Angela,"Well, I need to give my cat up for adoption.",Personal
1423,9,1,The New Guys,Angela,"No, the one with the long hair and the denim pants, Comstock! Ok, look . He's such a special kitty. I just want to find him a good home. He loves those pants",Personal
1424,9,1,The New Guys,Angela,"If you pray enough, you can change yourself into a cat person.",Humour
1425,9,1,The New Guys,Oscar,"Those guys always change back, Angela.",Personal
1426,9,1,The New Guys,Toby,Hey you wanted to see me?,Logistics
1427,9,1,The New Guys,Toby,You can only fire Nellie for cause.,HR
1428,9,1,The New Guys,Toby,"Except you just told me you were gonna make it up. Now if she sues, I have to testify against you.",HR
1429,9,1,The New Guys,Toby,Can't. I took a course at the Weintraub Memory Academy. I sat next to this woman named Beverly Brook. She had a Greek salad for lunch. See what I mean?,Logistics
1430,9,1,The New Guys,Angela,Attention everyone. Comstock is still available. Oscar has been flirting with adopting him. But still hasn't given me a definite yes or no.,Personal
1431,9,1,The New Guys,Angela,"Fine. For any interested candidates, I will be conducting 20 minute interviews. My ideal situation would an independently wealthy cute couple with a strong commitment to education. Black or white, I'm fine with either, but not both.  Listen, you're in this, but you need to wow me, ok?",Personal
1432,9,1,The New Guys,Toby,"This is a bloodbath. Alright, I'm calling this.",Interpersonal
1433,9,1,The New Guys,Toby,"It is enough of this. Everyone, let's go back to work.",Logistics
1434,9,1,The New Guys,Angela,How would you support the cat? What are your ambitions?,Personal
1435,9,1,The New Guys,Angela,Have you taken any concrete steps?,Personal
1436,9,1,The New Guys,Angela,"No, the baby. Please, it's my husband's favorite cat. He's broken up about it. It's the only time I've seen him cry other than our wedding night.",Personal
1437,9,1,The New Guys,Angela,"Yay! Oh, poor Robert. He won't get to say goodbye. He has this business dinner tonight",Personal
1438,9,1,The New Guys,Oscar," Yeah. Good news, tonight when you come over for dinner, you can play with your old buddy Comstock.",Personal
1439,9,2,Roy's Wedding,Angela,"Um, you have diabetes, Stanley.  I'm sorry, is the assignment to pick a selfish charity?",Humour
1440,9,2,Roy's Wedding,Angela,The senator and I still have mystery. I'm always waiting to see what he's gonna surprise me with next. ,Personal
1441,9,2,Roy's Wedding,Toby," Sh, uh, um, I was having this separate conversation with Kevin. Uh, Johnny Depp.",Interpersonal
1442,9,2,Roy's Wedding,Angela," Kevin, stop it with that question.",Interpersonal
1443,9,2,Roy's Wedding,Oscar,Then why are we talking about her looks? Why not her credibility? Or her reliability?,Interpersonal
1444,9,2,Roy's Wedding,Oscar,"I'm so sorry, Andy, but for twenty years, the most trusted man in America - Walter Cronkite.",Opinions
1445,9,2,Roy's Wedding,Oscar,"Does Erin have any experience? Has she taken any journalism classes, maybe? Or...",Logistics
1446,9,2,Roy's Wedding,Angela,Has she done the pageant circuit?,Logistics
1447,9,3,Andy's Ancestry,Oscar,"I'm just saying, what does it imply in this country when a white person shares an ancestor with a black person?",Interpersonal
1448,9,3,Andy's Ancestry,Oscar,"Well, if there's another explanation, I don't really see what it could possibly be. Iï¿½",Opinions
1449,9,3,Andy's Ancestry,Oscar,Andy! Andy! No! I would be very polite today.,Humour
1450,9,3,Andy's Ancestry,Oscar,"Your connection. To Michelle Obama has certain... negative connotations. Most likely, your family wereï¿½slave owners.",Interpersonal
1451,9,3,Andy's Ancestry,Angela,Stop it! Stop it! You're frightening me!,Interpersonal
1452,9,3,Andy's Ancestry,Oscar,"The difference is, Andy, that you're the only be here still benefitting from the terrible things that your ancestors did.",Interpersonal
1453,9,3,Andy's Ancestry,Oscar,Your family's rich! I have to believe that a big part of the Bernard fortune was earned on the backs of slaves.,Interpersonal
1454,9,4,Work Bus,Oscar,Is this like a blooper reel?,Humour
1455,9,4,Work Bus,Oscar,What was that? That was just a normal video with you making vulgar noises.,Humour
1456,9,4,Work Bus,Oscar,It stands for electromagnetic field. Generally cause by a concentration of wiring in one area  Especially if they're poorly insulated. Dwight.,Logistics
1457,9,4,Work Bus,Toby,You think I have a machine for measuring bee hives?,Humour
1458,9,4,Work Bus,Angela,"I, I need to get to the paper please. ",Logistics
1459,9,4,Work Bus,Angela,"So wait, when pies are involved you can suddenly do math in your head?",Humour
1460,9,4,Work Bus,Oscar,"Hold on, Kevin, how much is 19,154 pies divided by 61 pies?",Humour
1461,9,4,Work Bus,Oscar,What if it were salads?,Humour
1462,9,4,Work Bus,Oscar,I don't know what you're talking about.,Interpersonal
1463,9,4,Work Bus,Oscar," Kevin, are you trying to get me to hit you? In the face with my pie?",Interpersonal
1464,9,5,Here Comes Treble,Angela,The senator will be joining us later.,Personal
1465,9,5,Here Comes Treble,Angela,"No, it wasn't.",Personal
1466,9,5,Here Comes Treble,Angela,"And I told Phyllis not to put it out, but she insisted. So, anyway... Hi! Oh, Oscar, remember my husband, the senator?",Personal
1467,9,5,Here Comes Treble,Oscar,"Senator Lipton, nice to see you.",Interpersonal
1468,9,5,Here Comes Treble,Angela,"Wait a second, who designed this spread? The sweets and savories are all mixed together. This is mayhem!",Opinions
1469,9,5,Here Comes Treble,Oscar,Actually I'm the electoral college.,Personal
1470,9,5,Here Comes Treble,Angela,"You know what? This is outrageous. I have to find Phyllis. You two talk, okay? Sorry babe.. Phyllis!",Interpersonal
1471,9,5,Here Comes Treble,Toby,"Oh my goodness, look. Look at this.",Humour
1472,9,5,Here Comes Treble,Angela,They lost me when they sang ï¿½Monster Mash'. That song obviously glorifies the occult.,Humour
1473,9,6,The Boat,Oscar, Can you guys come with me for a minute?,Interpersonal
1474,9,6,The Boat,Oscar,"I know you saw me with the Senator. I think I'm in love, possibly for the first time. So yes, Senator Lipton and I are having an affair. I hope that I can count on your sensitivity, maturity and discretion. ...Why?",Personal
1475,9,6,The Boat,Oscar,"Kevin, listen to me. I'm in love with the Senator. And I need time to sort this out in a responsible matter so I need your help in keeping it a secret because this means the world to me. Ok?",Personal
1476,9,6,The Boat,Angela,"Kevin, we're out of 11-38 forms. Did you order more?",Logistics
1477,9,6,The Boat,Angela,I don't know why I'm surprised. Literally nothing you do could surprise me anymore.,Interpersonal
1478,9,6,The Boat,Oscar,"That actually wasn't the worst cover. I'd say at least once a week, Kevin runs out of the room shouting that he has to go to the bathroom.",Humour
1479,9,6,The Boat,Angela,The Senator is exhausted. This campaign is wearing him out.,Personal
1480,9,6,The Boat,Angela,That man he's up against is so dirty. And the senator's just pushing back as hard as he can.,Personal
1481,9,6,The Boat,Angela,"Anyways, last night he was tired and just wanted a little Mexican brought in. ",Personal
1482,9,6,The Boat,Toby,Kevin. His gambling problem must've resurfaced. I'm gonna have to send him home until I can do an investigation.,Logistics
1483,9,6,The Boat,Toby,"Hi, Kevin. Look, I need to talk to you about-",Logistics
1484,9,6,The Boat,Oscar,"Guys? Excuse me. Um, a quick word, please just..",Logistics
1485,9,6,The Boat,Oscar,"Oh, you're right I'm so sorry. Snack machine on me. ",Logistics
1486,9,6,The Boat,Oscar,Those figures I gave you? They're false.,Logistics
1487,9,6,The Boat,Oscar,"I was mad at Kevin, we had a fight and I acted vindictively.",Interpersonal
1488,9,6,The Boat,Toby,I knew it. I knew it from the beginning it was possible.,Personal
1489,9,6,The Boat,Oscar,What are you talking about? I just did this now.,Logistics
1490,9,6,The Boat,Toby,"A few years ago, when I was on the jury of the Scranton Strangler..",Personal
1491,9,6,The Boat,Toby,I always thought he might have been set up but I felt pressured to convict.,Personal
1492,9,6,The Boat,Oscar,That's gotta be tough.,Personal
1493,9,6,The Boat,Toby,Tough? I put an innocent man on death row.,Personal
1494,9,6,The Boat,Oscar,"Well, I am sorry Kevin.",Interpersonal
1495,9,6,The Boat,Angela,Why on earth would you think you were getting a promotion?,HR
1496,9,6,The Boat,Angela,Honey! What are you doing here?,Personal
1497,9,6,The Boat,Angela,Oscar? What is going on? What was that?,Interpersonal
1498,9,6,The Boat,Oscar,You know what? I'm sorry. I overreacted. Because I'm stressed out. Why am I stressed out? Who's not stressed out? Who's not stressed out? Who-,Interpersonal
1499,9,6,The Boat,Oscar,"I have to say I'm impressed with Kevin. Uh, he showed a lot of self-control.",Opinions
1500,9,7,The Whale,Toby,I have very fertile hair glands.,Personal
1501,9,7,The Whale,Toby,I am so glad I got all of the dudes to do Movember. We have the dopest time back in the annex.,Humour
1502,9,7,The Whale,Toby,"We even go to lunch, pick up babes.",Humour
1503,9,7,The Whale,Toby, Smile if you love men's prostates.,Humour
1504,9,7,The Whale,Angela, I think the senator is having an affair.,Personal
1505,9,7,The Whale,Oscar, This doesn't... I'm sorry. Wha... what?,Interpersonal
1506,9,7,The Whale,Angela,I think the senator is having an affair.,Personal
1507,9,7,The Whale,Oscar,I literally have nightmares in which what just happened happens. I wake up in a sweat. And then I make Angela's husband spoon me back to bed.,Personal
1508,9,7,The Whale,Angela,"When he comes home in the morning, he has this secret little smile.",Personal
1509,9,7,The Whale,Oscar,"Oh, I'm sure ...that's nothing.",Interpersonal
1510,9,7,The Whale,Angela,And he's always at the yoga studio. He never misses the noon class - it's Hot Yoga with Blake.,Personal
1511,9,7,The Whale,Oscar,"Angela, Blake's also a guy's name so he... may be spending his afternoons with a guy named Blake. So nothing to worry about. Huh. Blake. Who is Blake?",Humour
1512,9,7,The Whale,Angela,I don't know.,Personal
1513,9,7,The Whale,Oscar,I just never heard about the senator and yoga...,Personal
1514,9,7,The Whale,Oscar,From you. I'm sure it's probably nothing. But what's with the yoga already?,Personal
1515,9,7,The Whale,Oscar,"And Blake! All right Angela, calm down! We need to go check this out.",Personal
1516,9,7,The Whale,Oscar,"Angela, I'll go with you.",Interpersonal
1517,9,7,The Whale,Angela,Which one is the instructor? There all fatties.,Opinions
1518,9,7,The Whale,Oscar," On the stairs. Stay calm. Stay down. Oh, so wait. Blake is a her.",Personal
1519,9,7,The Whale,Angela,"Oh my God! She's so stunningly tiny! She's like a petite double zero, for sure. For sure! Holy cow! Look at what they're doing.",Opinions
1520,9,7,The Whale,Oscar,She's repositioning his hips for downward facing dog.,Opinions
1521,9,7,The Whale,Angela," I've heard of this - dog style. Oh wait. Oh look Oscar, Thumbelina has a boyfriend! And he has a ponytail - ew. I'd like to see that run for office. Oscar, you were right. I had nothing to be worried about. Thank you. Let's go.",Personal
1522,9,7,The Whale,Toby,"This is fun. You know? I mean, this is fun.",Opinions
1523,9,7,The Whale,Jan,You son of a bitch. You're firing me? Where the hell do you get off?,Interpersonal
1524,9,7,The Whale,Jan,"I was under the impression that David Wallace would be coming. He bought back Dunder Mifflin, correct?",Logistics
1525,9,7,The Whale,Jan,Molly! David Wallace is in Vermont.,Logistics
1526,9,7,The Whale,Jan,Molly. I am not Tom. I am Jan.,Interpersonal
1527,9,7,The Whale,Jan,"I thought it would be fun to have a little chat with uh, David Wallace after all these years. Oh, well. What are you doing?",Logistics
1528,9,7,The Whale,Jan,Fine. I will show you one... slide show.,Logistics
1529,9,7,The Whale,Jan," Mommy, you're a princess. Mommy, you're a superstar. Mommy you're the greatest. How can I ever fill your sho-o-o-es?",Personal
1530,9,7,The Whale,Jan," Well, that -- that was -- that was me too.",Humour
1531,9,7,The Whale,Jan,Cece can't spell her name.,Personal
1532,9,7,The Whale,Jan,"Well, it's not really much of a comparison, is it? I mean, ""Cece"" is two letters and ""Astrid"" is... I mean, there's even some adults who -- who -- who can't spell it.",Humour
1533,9,7,The Whale,Jan,"Can you spell it? Try to spell it, Pam.",Interpersonal
1534,9,7,The Whale,Jan,Don't patronize me.,Interpersonal
1535,9,7,The Whale,Angela,Wait. Why are you... Oh. are you getting your jollies right now? Can't get enough of the show? Your jollies are all on fire --,Interpersonal
1536,9,7,The Whale,Oscar, Please. It's Robert who's enjoying it.,Humour
1537,9,7,The Whale,Oscar,"This could be the affair that you're scared of. Politicians are wonderful liars. You never know who they really are.  But uh, he's probably not gay. He's straight. He's straight, so...",Personal
1538,9,7,The Whale,Jan,"I don't recall. And yes, Molly is crap.",Opinions
1539,9,7,The Whale,Jan,"Will you uh,  you. Can you turn around for me, please? Dwight you can go. I will call you in a week or so and let you know whether I want your business.",Interpersonal
1540,9,7,The Whale,Jan, Do you have a valid passport?,Logistics
1541,9,7,The Whale,Angela,"Oscar, what is happening here? Why would you say you think the senator might be gay?",Interpersonal
1542,9,7,The Whale,Oscar,"I don't know, Angela. I'm dehydrated. Maybe... You heard me wrong. We should just go.",Interpersonal
1543,9,7,The Whale,Angela,"Look, look, look. Here he comes. Here he comes. What is he doing?",Personal
1544,9,8,The Target,Oscar,"Yesterday, Angela may or may not have figured out that I'm having an affair with her husband. So I just have to wait and see. When she comes in, if she's cold and awkward and cruel to me, then great, it's business as usual.",Personal
1545,9,8,The Target,Angela,I think the thermostat is acting up again.,Logistics
1546,9,8,The Target,Oscar,"It's the stupid thermostat! That thing is a catastrophe. So I'm gonna, um, on your suggestion, get someone to fix it. I'll just go downstairs.",Logistics
1547,9,8,The Target,Oscar,"She doesn't know. I shouldn't be surprised. This is a woman who married a man who is obviously a homosexual. Basically, she has her head in the sand. In a way I feel sorry for her. I guess the universe rewards true love.",Personal
1548,9,8,The Target,Angela,"Meet me in the old place, five minutes. I need you.",Interpersonal
1549,9,8,The Target,Angela,"Dwight, it's not that kind of meeting. Put your clothes back on.",Interpersonal
1550,9,8,The Target,Angela,Just put them on! Put on your clothes. I need your help. I need someone who can operate outside of the law. Ugh.,Interpersonal
1551,9,8,The Target,Angela,My marriage is in danger. I don't know who I can trust. I need someone to be there for me.,Personal
1552,9,8,The Target,Angela,"Okay, so everything you need to know about the target is in here.",Personal
1553,9,8,The Target,Angela,It's the only thing that will make this right.,Interpersonal
1554,9,8,The Target,Oscar," I just gave her a cookie, and she called me an angel, so... yeah, we're good. Yeah.  We dodged a bullet, yes. Okay. Yeah. Yeah, yeah-- Well, I gotta go now, but-- Okay, bye. Bye.",Interpersonal
1555,9,8,The Target,Angela,"Exactly, a friend. Someone who sits next to you year after year, making chitchat and smiling, and all the while running behind your back and defiling your marriage and seducing your husband.",Interpersonal
1556,9,8,The Target,Angela,"Well, you might be right. But it's too late now.",Interpersonal
1557,9,8,The Target,Oscar,You hired someone to hit me with a pipe!,Interpersonal
1558,9,8,The Target,Angela,You deserved every bit of it! Â You made my husband gay.,Interpersonal
1559,9,8,The Target,Oscar,"What-- what I did was wrong, and I have to live with that every day. But your husband is... gay. He was gay when you married him!",Personal
1560,9,8,The Target,Oscar,"Angela, until you face that, you're gonna be confused and angry for all the wrong reasons. But if you want to blame me for the whole thing, go ahead -- I won't stop you. Hit me. you have my blessing. Hit me.",Interpersonal
1561,9,8,The Target,Angela,Well are you gonna let go of it? Because part of the blame is definitely on you.,Interpersonal
1562,9,8,The Target,Angela,You were supposed to be my friend.,Interpersonal
1563,9,8,The Target,Angela,I feel so stupid. I sit next to him every day.,Personal
1564,9,8,The Target,Angela," Jazz is stupid! Â I mean, just play the right notes!",Humour
1565,9,8,The Target,Angela,I don't like your friend Trevor.,Interpersonal
1566,9,8,The Target,Toby,That is-- that is a loaded question.,Interpersonal
1567,9,8,The Target,Angela,My pastor said it can come from breast feeding.,Personal
1568,9,8,The Target,Angela,"Well, he didn't fight me hard on it.",Personal
1569,9,8,The Target,Toby,"I-- I don't know if there's truth to-- to, uh, to that.",Opinions
1570,9,8,The Target,Angela,What is it called when two men intertwine their penises like the snakes on the medic-alert bracelet?,Humour
1571,9,9,Dwight Christmas,Angela,"Oh, right, like I'm responsible 'cause I'm in charge of the party planning committee.",Logistics
1572,9,9,Dwight Christmas,Angela,Don't blame me for something we all forgot.,Interpersonal
1573,9,9,Dwight Christmas,Oscar,"Yeah, let's not blame her for something we all forgot.",Interpersonal
1574,9,9,Dwight Christmas,Oscar,"I didn't realize how many of Angela's opinions I agreed with, until she tried to have my kneecap shattered for sleeping with her husband. She makes a lot of very sound points.",Humour
1575,9,9,Dwight Christmas,Angela," Party planning cimmittee, emgergency meeting. Now.",Logistics
1576,9,9,Dwight Christmas,Toby,"You know who's not gonna get to work on some exciting new startup this year? George Howard Skub, a.k.a. the alleged Scranton strangler, because he's in prison  for something he may not have done.",Logistics
1577,9,9,Dwight Christmas,Toby,The Scranton strangler. George Howard Skub. Haven't I told you about the jury I was on a couple years ago?,Personal
1578,9,9,Dwight Christmas,Toby,"I could, sure. Have a seat. I would start at the beginning, but I think I need to go farther back.",Personal
1579,9,9,Dwight Christmas,Toby, Here's the thing about moonlight. It's not sunlight.,Humour
1580,9,9,Dwight Christmas,Oscar," This is a real thing. ""Belsnickel is a crotchety, fur-clad gift giver related to other companions of st. Nicholas in the folklore of southwestern Germany.""",Opinions
1581,9,9,Dwight Christmas,Oscar," ""His partner, zwarte piet, or black Peter, a slave boy, often portrayed in colorful pantaloons and blackface.""",Humour
1582,9,9,Dwight Christmas,Toby,"Yeah. So anyway, the entire jury wants me to vote guilty. But then I did a little research of my own, and forget everything you thought you knew about fingerprinting.",Personal
1583,9,9,Dwight Christmas,Toby,"Two dimes, seven nickels--Well, okay, no, that doesn't add up. It was one quarter and--",Humour
1584,9,10,Lice,Angela,"Oh God, Meredith, lice? Did you not sign a pledge to shower?",Humour
1585,9,10,Lice,Angela," Geez Meredith, you know, this is an office not one of your bean bag orgies.",Humour
1586,9,10,Lice,Oscar,"I wash my hands at least six times a day. Toilet seat covers? Yes, thank you, even when I pee. Apparently, none of that is protection enough. Not when it comes to Meredith.",Personal
1587,9,10,Lice,Angela,"Oh, no no no no no. I have not yet begun to shame.",Humour
1588,9,10,Lice,Oscar,"I can appreciate that. I also only eat local, organic produce.",Personal
1589,9,10,Lice,Angela,We don't want it to last longer. It's horrible.,Opinions
1590,9,10,Lice,Angela,"Oscar, do you want to be my partner?",Personal
1591,9,10,Lice,Angela,You don't want bugs. You know? Who knows where those bugs will end up?,Humour
1592,9,10,Lice,Angela,"Well, a lot of good your sorrys are doing her now, Pam. She's a monster.",Interpersonal
1593,9,11,Suit Warehouse,Oscar,"Hey, look who's back, Dwight Junior.",Humour
1594,9,11,Suit Warehouse,Oscar,My friend has one of these. Fool-proof espresso every time.,Personal
1595,9,11,Suit Warehouse,Oscar,"Actually, it's pronounced ""espresso""... Wait. That's what you said. I apologize, I just assumed you would mispronounce it. So...",Humour
1596,9,11,Suit Warehouse,Oscar,"You guys, I kind of think I want to try them all. Is that crazy?",Opinions
1597,9,11,Suit Warehouse,Oscar,"It's a thing. It means ""you only live once"".",Humour
1598,9,11,Suit Warehouse,Oscar,It's insane! They need to have the A.C. on year round! January too!,Logistics
1599,9,11,Suit Warehouse,Angela, I don't get the point of this stupid window!,Opinions
1600,9,11,Suit Warehouse,Oscar,"Everyone! Now that we have all this energy, why don't we move the copier into the annex like we've always wanted to?",Logistics
1601,9,11,Suit Warehouse,Oscar,"Wait!  It's beautiful. Hardwood! I always knew it was down here, I just never dreamed that I would actually see it.",Logistics
1602,9,11,Suit Warehouse,Oscar,"Kevin, move. I can't pull up the rug if you're standing on it with your rhinoceros feet.",Logistics
1603,9,11,Suit Warehouse,Angela,"Oh, my head is killing me. Does anyone have a baby asprin?",Personal
1604,9,12,Customer Loyalty,Oscar,Annex. It must open something in the annex.,Logistics
1605,9,12,Customer Loyalty,Angela,"I have no information. But I'm sure as soon as they know, they'll call you.",Logistics
1606,9,12,Customer Loyalty,Angela,"Well, I think it would be immoral for Erin to cheat on Andy.",Opinions
1607,9,12,Customer Loyalty,Angela,Yes. And he didn't like it.,Interpersonal
1608,9,12,Customer Loyalty,Oscar,"People, it's 2013. Erin is a strong, independent woman. Who says she has to end up with any man?",Opinions
1609,9,12,Customer Loyalty,Toby,"Hey, really nice job in that meeting in there.",Opinions
1610,9,12,Customer Loyalty,Toby," So proud of you, Hon.",Interpersonal
1611,9,12,Customer Loyalty,Toby,"I'm just curious though, what do you have against Pete and Erin?",Interpersonal
1612,9,12,Customer Loyalty,Toby,"Pete's a pretty cool guy, though, and Andy was a terrible lover to Erin. He basically ignored her and left on a boat.",Personal
1613,9,12,Customer Loyalty,Oscar,I'll watch it. Let's get this over with.,Opinions
1614,9,12,Customer Loyalty,Oscar,User error. I've heard of that happening to other people.,Logistics
1615,9,12,Customer Loyalty,Angela,"Oscar, don't rub it in. I'm sure Pam is already kicking herself for choosing a phone call over her child.",Interpersonal
1616,9,12,Customer Loyalty,Toby,Lady...you never stop surprising me.,Interpersonal
1617,9,13,Junior Salesman,Angela,I don't want to sit near any of those people for the next 20 years. Someone say something.,Interpersonal
1618,9,13,Junior Salesman,Oscar,"Yeah, but Jim, Dwight's a weirdo. We can't blame a weirdo for bringing in weirdos. We can blame a normal for creating a situation where a weirdo was allowed to bring in weirdos.",Humour
1619,9,14,Vandalism,Angela,"Excuse me, everyone. Is it OK if I leave early from work today? It's Phillip's first birthday and the senator and I are hosting a party at our house.",Personal
