season,episode,title,scene,speaker,line,
5,19,Golden Ticket,3728,Dwight,What about Shoe La La?,
5,19,Golden Ticket,3728,Michael, It's not ready yet.,
5,19,Golden Ticket,3729,Michael,"I have an idea for a fancy men's shoe store called Shoe La La. And it's just men's shoes for the special occasions in a man's life, like the day that you get married or the day your wife has a baby, or for just lounging around the house.",
5,19,Golden Ticket,3730,Michael,"May I have your attention please. I have an announcement. Mr. Dwight Schrute and I just returned from a wonderful stroll together and although I probably will never do it again, I had fun. I really had fun with my best friend, Dwight.",
5,19,Golden Ticket,3730,Oscar,These aren't announcements.,
5,19,Golden Ticket,3730,Michael,"Yes they are, you just don't care about the information.",
5,19,Golden Ticket,3731,Dwight,I love working here and I do not want to leave.,
5,19,Golden Ticket,3731,Michael,He doesn't love it that much. Wouldn't be such a bad thing for him to be fired.,
5,19,Golden Ticket,3731,Dwight,Well...,
5,19,Golden Ticket,3731,Michael,"I mean, like we were talking about that is why he has come to the conclusion...",
5,19,Golden Ticket,3731,Dwight,We discussed the fact that I'm cooped up here instead of experiencing the whole wide world.,
5,19,Golden Ticket,3731,Michael,Right.,
5,19,Golden Ticket,3731,Dwight,No plowing my own acres. Going around shirtless all day. You know experiencing freedom.,
5,19,Golden Ticket,3731,Michael,That's it. That's it. You can't put a price on freedom.,
5,19,Golden Ticket,3731,Dwight,Try me.,
5,19,Golden Ticket,3731,Michael,That's why you made the decision. That's why you made...,
5,19,Golden Ticket,3731,Dwight,I haven't made a decision yet.,
5,19,Golden Ticket,3731,Michael,You kind of have.,
5,19,Golden Ticket,3731,Dwight,No.,
5,19,Golden Ticket,3731,Michael,Yes.,
5,19,Golden Ticket,3732,Jim,You cannot take the fall for him.,
5,19,Golden Ticket,3732,Dwight,He said he would do the same for me.,
5,19,Golden Ticket,3732,Jim,He can do the same for you. Right now. By getting fired instead of you. So what are you gonna do?,
5,19,Golden Ticket,3732,Dwight,I'm gonna go back to work. After I write you up for insubordination.,
5,19,Golden Ticket,3732,Jim,There it is.,
5,19,Golden Ticket,3733,Michael," Oh my God. Dwight! Dwight! Get in--- what's it gonna be, what are you gonna do?  What's it gonna be? Are you gonna do this thing for me? Dwight?  Hey David, how are you? Good to see you. Nice surprise. Dwight and I were just having a very unfortunate conversation.",
5,19,Golden Ticket,3733,David,That's too bad.,
5,19,Golden Ticket,3733,Michael,"Yes it is, but it had to be done, didn't it?",
5,19,Golden Ticket,3733,David,"Hopefully, nothing that can't be undone because Dwight I owe you an apology. The head of Blue Cross just called. They were so excited about the golden ticket discount that they have decided to make Dunder Mifflin their exclusive provider of all office supplies. Congratulations Dwight. ",
5,19,Golden Ticket,3733,Dwight,David... you're welcome. ,
5,19,Golden Ticket,3734,David,I just want to say that this golden ticket idea is one of the most brilliant signs of initiative I have ever seen at this company and how about a big round of applause for Mr. Dwight Schrute? ,
5,19,Golden Ticket,3734,David,Alright Dwight. This is huge.,
5,19,Golden Ticket,3734,Dwight,That's what she said! ,
5,19,Golden Ticket,3734,Michael,"Hey, Dwight, great idea. Dwight, Dwight, great idea. How'd you come up with that idea?",
5,19,Golden Ticket,3734,Dwight,Inspiration.,
5,19,Golden Ticket,3734,Michael,Really? How did-- how are you inspired? How did it pop into your head Dwight?,
5,19,Golden Ticket,3734,Dwight, You never know when it's gonna strike. Just... boom.,
5,19,Golden Ticket,3734,Michael,Give me the details of how that happened.,
5,19,Golden Ticket,3734,Jim,"You, you are taking about Dwight Schrute. The biggest Wonka fan I know. I mean, you've been talking about that movie for years.",
5,19,Golden Ticket,3734,Michael,What?,
5,19,Golden Ticket,3734,Jim,And you know what? I even made fun of you when you dressed up as Willy Wonka to pitch this idea and for that I apologize.,
5,19,Golden Ticket,3734,Dwight,Apology rejected.,
5,19,Golden Ticket,3734,Pam," Thanks for much for helping the company, Dwight.",
5,19,Golden Ticket,3734,Dwight,Oh Pam.,
5,19,Golden Ticket,3734,Creed,"Good work, kid.",
5,19,Golden Ticket,3734,Dwight,Thanks old man.,
5,19,Golden Ticket,3734,David,"This, this is great. OH, OK, look I want to get you on the horn with the marketing people in New York. The should meet you.",
5,19,Golden Ticket,3734,Dwight,Yeah.,
5,19,Golden Ticket,3734,David,"Pam, could you set up a call in there in about 15 minutes, please?",
5,19,Golden Ticket,3734,Pam,Sure.,
5,19,Golden Ticket,3734,Michael,David? David?,
5,19,Golden Ticket,3734,Dwight, 'Cause I've got this idea...,
5,19,Golden Ticket,3734,Michael,David?,
5,19,Golden Ticket,3734,David,Yeah?,
5,19,Golden Ticket,3734,Michael,Could I be a part of the meeting also?,
5,19,Golden Ticket,3734,David,"You probably have too much to do around here. I don't want to uh, take up your time with another meeting.",
5,19,Golden Ticket,3734,Jim,"Yeah, let's face it. This meeting sounds like it's Wonka fans only. He's never seen the movie. ",
5,19,Golden Ticket,3734,Dwight,Alright.,
5,19,Golden Ticket,3735,David," Hey guys, I have with me Dwight Schrute. Dwight, take it away.",
5,19,Golden Ticket,3735,Dwight,"OK guys, listen up. Here's the deal. I love candy. Sweet sugary candy from the second it touches my tongue to the moment it's metabolized by my stomach acids, so naturally I liked Willy Wonka.",
5,19,Golden Ticket,3735,Man on phone,"Wait, do you guys hear that? There's not a dog listening in, is there?  I hear panting.",
5,19,Golden Ticket,3735,David,No. No dogs.,
5,19,Golden Ticket,3735,Dwight,So I love Willy Wonka. That golden ticket scene is so inspiring to me that that's where I cam up with that idea .,
5,19,Golden Ticket,3735,Michael,There is no movie called Willy Wonka. It's called Willy Wonka and the Chocolate Factory.,
5,19,Golden Ticket,3735,Pam,It's actually based on a book called Charlie and the Chocolate Factory.,
5,19,Golden Ticket,3735,Dwight,Pam...,
5,19,Golden Ticket,3735,Michael,I can't... vouch for that. But I do know this. He is a liar. He has taken my idea.,
5,19,Golden Ticket,3735,Dwight,That is my idea.,
5,19,Golden Ticket,3735,David, We are gonna call you back guys.  What is going on here?,
5,19,Golden Ticket,3735,Michael,"OK, here's what happened, David. It was all my idea. You called me and you were really angry at me and I got scared, so I had Dwight take the fall, but now, it turns out that it's a great idea and Dwight will not confess. Can you believe that?",
5,19,Golden Ticket,3735,David,"No, no.",
5,19,Golden Ticket,3735,Dwight,It is my idea.,
5,19,Golden Ticket,3735,Michael,Oh how dare you.,
5,19,Golden Ticket,3735,Dwight,It is my idea. I'm filled with good ideas. Thousands of good ideas.,
5,19,Golden Ticket,3735,Michael,"You are? Good ideas, huh? Hey, did you come up with toilet buddy? It's a net, circular net, that you put inside the toilet to catch all of your change and your wallet from falling into the toilet? Formally known as toilet guard?",
5,19,Golden Ticket,3735,Dwight,Horse Boat.,
5,19,Golden Ticket,3735,Michael,Oh please.,
5,19,Golden Ticket,3735,Dwight,A canoe built around your horse so you can go from riding to water travel without slowing down. Horse Boat!,
5,19,Golden Ticket,3735,Michael,Toilet sponge. It's a hollowed out sponge...,
5,19,Golden Ticket,3735,Dwight,Oh give me a break.,
5,19,Golden Ticket,3735,Michael,"...that is more absorbent, and softer than toilet paper. I have a lot of toilet ideas.",
5,19,Golden Ticket,3735,Dwight,That's because they're easy!,
5,19,Golden Ticket,3735,Michael,They're not easy. Everybody has to go to the bathroom.,
5,19,Golden Ticket,3735,Dwight, Women's urinals... uh...,
5,19,Golden Ticket,3735,David," Guys, guys. OK, enough. Please, enough. What, is this true, Dwight? I mean, is this true?",
5,19,Golden Ticket,3735,Dwight,"Yes, it's Michael's idea that he forced on me on threat of death.",
5,19,Golden Ticket,3735,Michael,Thank You!,
5,19,Golden Ticket,3735,David,"What, I don't -- what do you want me to do now, Michael? What am I supposed to do now?",
5,19,Golden Ticket,3735,Michael,"Well David, I will be honest with you. I do want the credit without any of the blame.",
5,19,Golden Ticket,3735,David,"OK, uhh... I am going back to New York. Pam, do me a favor, don't send me those notes.",
5,19,Golden Ticket,3735,Pam,OK.,
5,19,Golden Ticket,3735,David,I am gone.,
5,19,Golden Ticket,3736,Michael,When they look back on this day in the history books all that will be remembered is that I had a good idea. And that's what I am going to write down in my diary. That is what I want you to write down in yours.,
5,19,Golden Ticket,3736,Dwight,Oh I am. In my own words.,
5,19,Golden Ticket,3736,Michael,I want to see it.,
5,19,Golden Ticket,3736,Dwight,No.,
5,19,Golden Ticket,3736,Michael,I want to see it. ,
5,19,Golden Ticket,3736,Dwight,"No, Michael.",
5,19,Golden Ticket,3736,Michael,Give me... Give me the diary.,
5,19,Golden Ticket,3736,Dwight,No! ,
5,19,Golden Ticket,3737,Lynn,Hi.,
5,19,Golden Ticket,3737,Kevin,"Lynn, I'm just gonna say to you everything that I am thinking.",
5,19,Golden Ticket,3737,Lynn,OK.,
5,19,Golden Ticket,3737,Kevin,I think you have the best smile. I'd like to take you out to dinner and a movie.,
5,19,Golden Ticket,3737,Lynn,OK.,
5,19,Golden Ticket,3737,Kevin,Nice.  Boobs. ,
5,19,Golden Ticket,3738,Andy,"Well, it's uh, his funeral. So... neh!",
5,19,Golden Ticket,3739,Dwight,Ding dong.,
5,19,Golden Ticket,3739,Jim,Who is it?,
5,19,Golden Ticket,3739,Dwight,KGB.,
5,19,Golden Ticket,3739,Jim,"Alright. I just got out of the shower, I'll be one second.",
5,19,Golden Ticket,3739,Dwight," When you are done, open the door. ... Hello in there?",
5,19,Golden Ticket,3739,Jim,"Yeah, I'm late for work, so I have to brush my teeth, it's a whole routine.",
5,19,Golden Ticket,3739,Dwight,We have more houses to visit.,
5,19,Golden Ticket,3739,Jim,"If you want to come back then, that'll be fine.",
5,19,Golden Ticket,3739,Dwight,We will come back at... how is  4:45?,
5,19,Golden Ticket,3739,Jim,I get back from work around 6.,
5,19,Golden Ticket,3739,Dwight,How about 5:15?,
5,19,Golden Ticket,3739,Jim,"You can try. That, that might work.",
5,19,Golden Ticket,3739,Dwight,"Very well, we will come back at 5:15.",
5,19,Golden Ticket,3739,Jim,Alright.,
5,20,New Boss,3740,Dwight,"Michael, since it is your fifteenth anniversary at the company, I thought it might be appropriate to begin the festivities with a fifteen-minute round of applause.",
5,20,New Boss,3740,Michael,I like it.,
5,20,New Boss,3740,Dwight,Followed by a fifteen minute moment of silence.,
5,20,New Boss,3740,Jim, I don't know. Is it classy enough?,
5,20,New Boss,3740,Dwight,"Jim! Enough with the classy, ok?",
5,20,New Boss,3740,Jim,"I just feel like after fifteen years at this company, bravo by the way, that we should celebrate with a very classy event, a night to remember.",
5,20,New Boss,3740,Michael,"I think you're right. This party has to have all the excitement, drama and intrigue of my time here.",
5,20,New Boss,3740,Jim,"And of course, classy.",
5,20,New Boss,3740,Michael,"And classy, yeah.",
5,20,New Boss,3740,Dwight,"Michael, you're just agreeing with him because he's wearing a tux. Don't you see what he's doing here?",
5,20,New Boss,3741,Jim,"Last week, Dwight sent out a memo about the dress code. So, this is me showing him that I'm taking it very seriously.",
5,20,New Boss,3742,Dwight,"Oh, here's one: a string quartet, playing classy-cal music. ",
5,20,New Boss,3742,Michael," You know, that's good but it's not classy. I-I need something classy like the opening of a car dealership.",
5,20,New Boss,3742,Jim,That's it. Or Mr. Peanut.,
5,20,New Boss,3742,Michael,Yes.,
5,20,New Boss,3742,Dwight,Mr. Peanut is not classy.,
5,20,New Boss,3742,Michael,He is.,
5,20,New Boss,3742,Dwight,"He is a regular peanut. He just happens to have a cane, a monocle and a top hat.",
5,20,New Boss,3742,Michael,That's what makes him classy.,
5,20,New Boss,3742,Dwight,"Ok, how about this? An ice sculpture, shaped like you, covered in chocolate-covered strawberries.",
5,20,New Boss,3742,Jim,"Oh, Dwight, you're trying too hard, and that's just not classy. You see, the thing about classy is it's a state of mind.",
5,20,New Boss,3742,Dwight,"Well, I'm sorry, I just don't know what classy is then.",
5,20,New Boss,3742,Jim,"Ok, well let's just try this one on for size. And I apologize because it's right off the top of my head: an ice sculpture. Of you. Completely surrounded by a variety of chocolate-covered fruits.",
5,20,New Boss,3742,Michael,Strawberries?,
5,20,New Boss,3742,Jim,That's inspired.,
5,20,New Boss,3742,Dwight,I said that! ,
5,20,New Boss,3742,Pam,Not classy.,
5,20,New Boss,3742,Michael,Not classy at all.,
5,20,New Boss,3742,Jim,De classé.,
5,20,New Boss,3742,Michael,French. Classy.,
5,20,New Boss,3743,Pam,"Hi, can I help you?",
5,20,New Boss,3743,Charles,"Yeah, I'm Charles Miner, here to see Michael Scott.",
5,20,New Boss,3743,Pam,Sure. Just one second. Please have a seat.,
5,20,New Boss,3743,Michael, Yes?,
5,20,New Boss,3743,Pam,"Michael, there's a Charles Miner here to see you.",
5,20,New Boss,3743,Michael,Miner? I hardly know her!... Hello?,
5,20,New Boss,3743,Pam,"Yeah, are you coming out now?",
5,20,New Boss,3743,Michael,"Uh-huh.  Well, well, well, who have we here? Ah, it is Prince Charles Miner.  At your service. Everybody, this is Sir Charles Miner and he is the new VP for the Northeast region. So, just give it up for this big guy, right? Give it up.  Here he is.",
5,20,New Boss,3743,Charles,I-I was-,
5,20,New Boss,3743,Michael,"Wow! Hold that thought. I want everybody to go into the break room. I have a little surprise for you. Go ahead. You too. Dwight, would you escort our guest in there? C'mon, here we go, don't be shy, don't be shy, you're one of us .  Dwight, stall him a little, I have to get the fish.",
5,20,New Boss,3743,Jim,Hey.,
5,20,New Boss,3743,Michael,Yes.,
5,20,New Boss,3743,Jim,Really wish you would have told me the new boss was coming today.,
5,20,New Boss,3743,Michael,"What? No, I didn't want to make everybody nervous.",
5,20,New Boss,3743,Jim,"Nope. I mean, I could have brought a change of clothes, or-",
5,20,New Boss,3743,Michael,"You look dynamite. What are you talking about? Very slick. Ok, get the fish.",
5,20,New Boss,3744,Dwight,"Originally founded in 1866, Scranton quickly became one of Pennsylvania's largest anthracite coal-mining communities.",
5,20,New Boss,3744,Michael,"Surprise, there is nothing in here. The real surprise is in the conference room. Let's go!  Oh! God! Ok, come on, come on!",
5,20,New Boss,3744,Dwight,"We'll finish it up later, but essentially what we're talking about is...",
5,20,New Boss,3745,Michael,"Surprise!  As you can see, I turned the bagels from O's into C's, for Charles.",
5,20,New Boss,3745,Charles,Thank you.,
5,20,New Boss,3745,Michael,Took me all night.,
5,20,New Boss,3745,Pam,This is what you did last night?,
5,20,New Boss,3746,Michael,"I met this guy at corporate last week and we were just digging each other's vibe. I was totally grooving on him and vice-versa. And besides, the last two people to have his job were Jan and Ryan. The former was my lover, and the latter my best friend. So, who knows? I do.  It's gonna be mental! It's going to be mental.",
5,20,New Boss,3747,Kelly,"My god, he's like a black George Clooney.",
5,20,New Boss,3747,Angela,"Really? I don't see it. I mean, he's ok, he's not unattractive, it's. . .",
5,20,New Boss,3748,Jim,"Hey, how you doing? Jim Halpert, sales. Just wanted to say, if you need anything, let me know.",
5,20,New Boss,3748,Charles,Why are you wearing a tuxedo?,
5,20,New Boss,3748,Jim,"I didn't think you'd notice.  Uh, it's funny actually, there's another salesman out here, Dwight Schrute, and he sent out this memo, as he always does, and, uh, it was about professionalism in the workplace. Of course, he singled me out. So I just had to mess with him.",
5,20,New Boss,3748,Charles,Uh.,
5,20,New Boss,3748,Jim,"Oh, you'd understand if you read the memo which I should probably get you, there's probably one in a drawer... uh. It was pretty crazy. But, uh, not more crazy than wearing a tux, at work, I grant you that... so, uh.",
5,20,New Boss,3748,Charles,Your name is Jim?,
5,20,New Boss,3748,Jim,"Jim Halpert, yep. So, um, just going to let you get back to it... ",
5,20,New Boss,3749,Pam,He just had to wear his tux today.,
5,20,New Boss,3749,Jim,I thought it'd be funny.,
5,20,New Boss,3749,Pam,Took him 40 minutes to get ready.,
5,20,New Boss,3750,Michael,"All right, let me introduce you to some of the troops. Accounting, front and center. Come on up here. I'd like you to meet somebody. This is the accounting department.",
5,20,New Boss,3750,Charles,"Hey, I come from accounting, too.",
5,20,New Boss,3750,Michael,"Oh, nerd alert!",
5,20,New Boss,3750,Kevin,Ni-,
5,20,New Boss,3750,Michael,"This is Oscar Martinez. He is Latino. And he just got out of a long-term relationship with a man, Gil, who broke his heart. But he didn't bring any of that into work, it did not affect his job performance whatsoever and I am very proud of him for that.",
5,20,New Boss,3750,Charles,"Hey, Oscar, it's good to meet you.",
5,20,New Boss,3750,Michael,"This little hell-raiser is Angela. She has slept with a bunch of different guys in the office. One over there, in the orange ",
5,20,New Boss,3750,Andy,Hey-o!,
5,20,New Boss,3750,Michael,There you go! Where's the other?,
5,20,New Boss,3750,Charles,"You know, Michael, I don't need to know everyone's sexual history.",
5,20,New Boss,3750,Michael,"Well, perfect, because we have now arrived at Kevin and he has no sexual history.",
5,20,New Boss,3750,Kevin,Hey!,
5,20,New Boss,3750,Charles,How about I just say hi to everyone at one time?,
5,20,New Boss,3750,Michael,"Good. Good, good, good. Everyone, please give it up for Charles Miner. ",
5,20,New Boss,3750,Charles,"Thank you, Michael. Thank you for the C-shaped bagels.",
5,20,New Boss,3750,Michael,Oh! Well...,
5,20,New Boss,3750,Charles,That's great.,
5,20,New Boss,3750,Michael,Above and beyond.,
5,20,New Boss,3750,Charles,"Hey, you know we're in tough times and we're not immune to this economy.",
5,20,New Boss,3750,Michael,That's true.,
5,20,New Boss,3750,Charles,"But the goal is to, you know, fight our way through this.",
5,20,New Boss,3750,Stanley, Stanley Hudson. Are there gonna be layoffs?,
5,20,New Boss,3750,Michael,No. Absolutely not.,
5,20,New Boss,3750,Charles,"Uh, hold on, Michael, thank you. Uh, Stanley, you know, we can't make any promises, but we'll try everything in our power to avoid that.",
5,20,New Boss,3750,Oscar,Do you have specifics?,
5,20,New Boss,3750,Charles,"Sp-Well, um, Michael should have filled you in last week.",
5,20,New Boss,3750,Michael,"Well, due to the economy, there is a lot of worry going around. I didn't want to worry people.",
5,20,New Boss,3750,Charles,You didn't tell them.,
5,20,New Boss,3750,Michael,"Well, why don't-",
5,20,New Boss,3750,Charles,"Yeah, I will. What I told Michael last week-",
5,20,New Boss,3750,Michael,Charles is going to tell you.,
5,20,New Boss,3750,Charles,"Is that we are cutting three percent across the board, which means we will no longer be matching 401k contributions. All overtime requests will need to come through the corporate office.",
5,20,New Boss,3750,Stanley,Fantastic.,
5,20,New Boss,3750,Michael,"Well, it's not official.",
5,20,New Boss,3750,Charles,"It is official. It is official. And actually, guys, I'm encouraging branches to consider a freeze on discretionary spending.",
5,20,New Boss,3750,Michael,"Such as salary, benefits, etc, etc. Insurance.",
5,20,New Boss,3750,Charles,"No, no, not salaries. Petty cash, supplies, and uh, you know, parties.",
5,20,New Boss,3750,Michael,Well-,
5,20,New Boss,3750,Dwight,What about your party?,
5,20,New Boss,3750,Michael,"Ok, ok, you know what? I think this has been great. I think this gives us a lot to think about, doesn't it? Charles Miner, ladies and gentlemen.  He has a long trip home. Thank you for coming in. We have to get back to work.",
5,20,New Boss,3750,Charles,"Michael, I'm going to stay for the day.",
5,20,New Boss,3750,Michael,"Oh no, no, no. You don't have to do that. I've got this covered. This was just a meet-and-greet.",
5,20,New Boss,3750,Charles,"No, it's a little bit more than that. I'm going to set up in here, ok?",
5,20,New Boss,3751,Michael,I am thrilled that the new boss has taken such an active interest in all of the responsibilities that I'm supposed to have. Thrilled.,
5,20,New Boss,3752,Michael," David, it was my understanding that I was not going to be managed.",
5,20,New Boss,3752,David,What gave you that idea?,
5,20,New Boss,3752,Michael,It was my understanding.,
5,20,New Boss,3752,David,I see.,
5,20,New Boss,3752,Michael,"Listen, why don't we just leave that position vacant? Truth be told, I think I thrive under a lack of accountability.",
5,20,New Boss,3752,David,"Look, Michael, Charles is very qualified. Get to know him. I really think the two of you are going to make a great team.",
5,20,New Boss,3752,Michael,But the branch is still mine?,
5,20,New Boss,3752,David,"You're still the branch manager, yes, and if you need anything else at all, just let Charles know.",
5,20,New Boss,3752,Dwight,Ask him about the party.,
5,20,New Boss,3752,Michael,"Oh, right. David, are you coming to my fifteenth anniversary party?",
5,20,New Boss,3752,David,"I'll give it my best shot, Michael.",
5,20,New Boss,3752,Dwight,No the other thing.,
5,20,New Boss,3752,Michael,"Oh, ok. If we hire Cirque de Soleil as salaried employees, will that help us with year-end tax stuff? ",
5,20,New Boss,3752,Dwight,He hung up?,
5,20,New Boss,3752,David,No.,
5,20,New Boss,3753,Michael,"I just got off the horn with David Wallace, and he said that you and I should try to get to know each other better. And I agree, so what I would like you to do is tell me something that you've never told anybody before.",
5,20,New Boss,3753,Charles,No.,
5,20,New Boss,3753,Michael,Come on. What's your wife's name? Where did you work before you came here?,
5,20,New Boss,3753,Charles,Saticoy Steel.,
5,20,New Boss,3753,Michael,"Beautiful. See, African-Americans have such a rich history of unusual names.",
5,20,New Boss,3753,Charles,"No, I worked at a company called Saticoy Steel.",
5,20,New Boss,3753,Michael,You're not from paper?,
5,20,New Boss,3753,Charles,No.,
5,20,New Boss,3753,Michael,Does David know this?,
5,20,New Boss,3753,Charles,"Yeah, he knows. He just wants a good manager.",
5,20,New Boss,3753,Michael,"Well that, actually, is an excellent segue into really what is my only point-",
5,20,New Boss,3753,Charles,And what is that?,
5,20,New Boss,3753,Michael,"And that- I-I don't need to be managed, Charles. And if you want pick up some tips, observing here, and take them to the other branches, it's all good. But Jan would mostly come by when she was super horny, and Ryan would come by to visit his parents and do laundry, so... Are we clear?",
5,20,New Boss,3753,Charles,That's not how I plan on doing things.,
5,20,New Boss,3753,Michael,"Ok, alright, well I'll just bounce that off David, see what comes back.",
5,20,New Boss,3753,Charles,I'll tell David what he needs to know. Sorry. David wants it this way.,
5,20,New Boss,3753,Michael,Whatever David wants.,
5,20,New Boss,3753,Charles,Ok.,
5,20,New Boss,3754,Michael," Michael Scott calling for David. Well, just tell him to call me ASAP as possible. Thanks.",
5,20,New Boss,3754,Dwight,"Oh, Michael, come on, no. You have to charm 'em. ",
5,20,New Boss,3754,Stephanie,David Wallace's office.,
5,20,New Boss,3754,Dwight,"Hey there, gorgeous. How you doing today?",
5,20,New Boss,3754,Stephanie,Good. Thank you.,
5,20,New Boss,3754,Dwight,How's it hanging?,
5,20,New Boss,3754,Stephanie,Alright. . .,
5,20,New Boss,3754,Dwight,"Good. Listen, my name is, uh, Michael... Scotch. And, uh, I just wanted to say that, uh, I've got David Wallace's son in the trunk of my car. If he doesn't get on this phone in 5 seconds-",
5,20,New Boss,3754,Michael,"No! You idiot!  Idiot, idiot, idiot! What are you doing? God! Oh my god. ",
5,20,New Boss,3754,Stephanie,David Wallace's office.,
5,20,New Boss,3754,Michael,"Hi Stephanie, it's Michael Scott again. I just spoke with Michael Scotch and the son's going to be returned, everything's fine.",
5,20,New Boss,3754,Stephanie,Michael...,
5,20,New Boss,3754,Michael,And I really really need to talk to David.,
5,20,New Boss,3754,Stephanie,Please hold.,
5,20,New Boss,3754,Charles," Charles Miner. Hello? Hello, who is this? Who is this?",
5,20,New Boss,3754,Michael,I was never given a name. ,
5,20,New Boss,3755,Pam," Uh, hi, can I help you? I don't think anyone here-",
5,20,New Boss,3755,Charles,"Oh, uh, Pam? Hey everyone, lunch is on me today.",
5,20,New Boss,3755,Angela,That is so unnecessary!,
5,20,New Boss,3755,Michael,Are you kidding me with this? On the day that I bring in breakfast?,
5,20,New Boss,3755,Charles,It's no big deal.,
5,20,New Boss,3755,Michael,"I wish you had told us sooner, because I was going to go to the vending machine and get an egg salad.",
5,20,New Boss,3755,Charles,You still have that option. ,
5,20,New Boss,3755,Angela,"Thanks again, Charles.",
5,20,New Boss,3755,Kelly,Thank you.,
5,20,New Boss,3755,Michael,Nobody thanked me.,
5,20,New Boss,3755,Jim,"Thanks, Charles.",
5,20,New Boss,3755,Michael,"For breakfast. Except Charles. You say no more parties, and then you spend all of this money on lunch, I think it's a little hypercritical.",
5,20,New Boss,3755,Charles,"I do this for every branch I go to. If you do not like it, then I think there are some bagels left over from this morning.",
5,20,New Boss,3756,Michael," Damn it, Stephanie, put me through to him. Is that him in the background? David? David! David, pick up the phone!",
5,20,New Boss,3757,Kelly,Should I seduce him?,
5,20,New Boss,3757,Angela,No. No one wants to see that. ,
5,20,New Boss,3758,Kevin,Michael?,
5,20,New Boss,3758,Michael,Yep.,
5,20,New Boss,3758,Kevin,I just realized that I used the 2008 calendar to do the spreadsheets for January and February. I may need to come in this weekend to fix it.,
5,20,New Boss,3758,Michael,"Do some overtime? You want to do some overtime this weekend? You know what, Kevin, I applaud your initiative. Yes. You may.",
5,20,New Boss,3758,Charles,"Uh, no, sorry, Michael. No, Kevin, right? We're going to need you to do that during office hours.",
5,20,New Boss,3758,Kevin,Ok.,
5,20,New Boss,3758,Charles,Ok.,
5,20,New Boss,3758,Michael,"Kevin? This is my branch. You don't ask Charles. You ask me. I say, approved.",
5,20,New Boss,3758,Charles,That's not the way it's gonna work.,
5,20,New Boss,3758,Michael,Yes it is!,
5,20,New Boss,3758,Charles,"No, it is not.",
5,20,New Boss,3758,Michael,"No, it is not.",
5,20,New Boss,3758,Charles,"Ok, so we're on the same page, great.",
5,20,New Boss,3758,Michael,"Ok, so we're on the same page, great.",
5,20,New Boss,3758,Charles,"Ok, Michael, what are you doing?",
5,20,New Boss,3758,Michael,"Ok, Michael, what are you doing?",
5,20,New Boss,3758,Charles,"No, seriously.",
5,20,New Boss,3758,Michael,"No, seriously.",
5,20,New Boss,3758,Charles,How old are you?,
5,20,New Boss,3758,Michael,How old are you?,
5,20,New Boss,3758,Pam,Oh no.,
5,20,New Boss,3759,Pam,"I can tell Michael's mood by which comedy routine he chooses to do, the more infantile, the more upset he is. And he just skipped the Ace Ventura talking butt thing. He never skips it. This is bad.",
5,20,New Boss,3760,Charles,Five years old?,
5,20,New Boss,3760,Michael,Five years old?,
5,20,New Boss,3760,Andy,"Duuudes, stop.",
5,20,New Boss,3760,Employees," Not a good idea, Michael. Michael, stop. Stop doing that. Stop it. You're going to get all of us in trouble.",
5,20,New Boss,3760,Charles,I will walk away.,
5,20,New Boss,3760,Michael,I'm gonna walk away.,
5,20,New Boss,3760,Andy,Stop doing that!,
5,20,New Boss,3760,Michael,"I'm kidding around, wow! Relax, everybody, it's just a joke. It's fine. Boy, so touchy. PPC, let's continue our morning meeting in the conference room.",
5,20,New Boss,3761,Pam,"And then, out of that cake, pops another stripper holding a smaller cake. And then an even smaller stripper pops out of that one.",
5,20,New Boss,3761,Michael,What is that smaller stripper holding?,
5,20,New Boss,3761,Pam,Cupcake. It's cupcakes and strippers all the way down.,
5,20,New Boss,3761,Michael,Ok.,
5,20,New Boss,3762,Charles,What exactly is the PPC?,
5,20,New Boss,3762,Phyllis,"Oh, that's the Party Planning Committee. They spend hours planning parties.",
5,20,New Boss,3763,Charles,"Excuse me, guys. What's going on in here?",
5,20,New Boss,3763,Michael,"Party Planning Committee. Not your concern, Charles.",
5,20,New Boss,3763,Charles,This doesn't seem like a good way to spend company time.,
5,20,New Boss,3763,Michael,Really? Well then how would we come up with great ideas like Jim's? Go ahead.,
5,20,New Boss,3763,Jim,"No, I would like to get back to work, actually, please.",
5,20,New Boss,3763,Charles,"Whatcha got, Jim?... What is a two-way petting zoo?",
5,20,New Boss,3763,Jim,You pet the animals and they pet you back.,
5,20,New Boss,3763,Michael,It's a great idea. And we have a cake in the shape of a bale of hay.,
5,20,New Boss,3763,Pam,It's really just a regular shaped cake.,
5,20,New Boss,3763,Michael,"But it's cool, and it's-",
5,20,New Boss,3763,Charles,"This isn't a good use of company time, Michael.",
5,20,New Boss,3763,Michael,"Whoa. You're talking about my anniversary party, so. . .",
5,20,New Boss,3763,Charles,"Everyone, except for Michael, go back to your desks.",
5,20,New Boss,3763,Michael,"Yeah, why don't you do that?",
5,20,New Boss,3763,Charles, Thank you very much.,
5,20,New Boss,3763,Michael,"Yeah, here we go. Ok.",
5,20,New Boss,3763,Charles,"Ok, Michael, I'm dissolving this committee.",
5,20,New Boss,3763,Michael,What?,
5,20,New Boss,3763,Charles,"Yeah, I mean, come on. This is a work place. It isn't designed for your vanity.",
