season,episode,title,scene,speaker,line,
3,23,Beach Games,2235,Michael,"Okay Pam, I have another little project for you.",
3,23,Beach Games,2235,Pam,Does it have to do with these shopping bags filled with hot dogs?,
3,23,Beach Games,2235,Michael,"Smart as a whip! Yes!  These are pre-cooked, so it's not absolutely necessary, but I would appreciate it if you could heat up 800 hot dogs for a little contest I'm going to be having. I would greatly appreciate it.",
3,23,Beach Games,2235,Pam,When's the contest?,
3,23,Beach Games,2235,Michael,Like umm... ten minutes?,
3,23,Beach Games,2235,Pam,How am I supposed to... get...,
3,23,Beach Games,2235,Michael,Thanks a bunch.,
3,23,Beach Games,2236,Michael,A good manager has got to be hungry. Hungry for success.,
3,23,Beach Games,2237,Michael,"OK, who's hungry  No, no, no. Do not touch the food. Please. Not yet. That is our next event. A hot dog eating contest.  For those of you who are curious, the world record is 54 and one half hot dogs. Wow! And you know what? I personally have cooked up enough so each and every one of you could break that record. So shoot for the stars, OK? Alright, the team that eats the most hot dogs in ten minutes will be declared the winner. On you mark. Get set.",
3,23,Beach Games,2237,Kelly,Can I have a turkey burger?,
3,23,Beach Games,2237,Michael,"No, I have the only one. I claimed it. Ready?",
3,23,Beach Games,2237,Oscar,Turkey is a healthy meat.,
3,23,Beach Games,2237,Dwight,It's very good for you. ,
3,23,Beach Games,2237,Michael,"Guys, guys, guys. Come on! Pleeeeease... Let's just... OK, it's very important that you all try to eat as many hot dogs as you can. On your mark. Get set. Eat!",
3,23,Beach Games,2237,Phyllis,Is there any mustard?,
3,23,Beach Games,2237,Michael,"No mustard, no mustard. Just eat it, eat it, Phyllis. Dip it in the water so it'll slide down your gullet more easily.",
3,23,Beach Games,2237,Michael,"Come on, the winner gets a big, big prize.",
3,23,Beach Games,2237,Meredith, What is it?,
3,23,Beach Games,2237,Michael,I can't say.,
3,23,Beach Games,2237,Jim,"You can't say, or you can't pronounce it?",
3,23,Beach Games,2237,Michael,"The winner gets a regional manager's salary for a year, and a Sebring, and the feeling that they are making a difference in the world.",
3,23,Beach Games,2237,Kelly,Can we just take those first two things?,
3,23,Beach Games,2237,Michael,The winner of today gets my job. Ok? I'm interviewing for a job at corporate. And they're only interviewing a handful of people and I'm the most qualified and I'll probably get it. Alright?,
3,23,Beach Games,2237,Dwight,You're leaving?,
3,23,Beach Games,2237,Michael,I didn't want to tell anyway. I didn't want to cast a pall over our fun beach day. But you know what? I don't know who to recommend because frankly nobody is stepping up.,
3,23,Beach Games,2237,Andy, I am so hungry! ,
3,23,Beach Games,2237,Stanley,Do you expect me to believe that you're truly making your recommendations on this basis?,
3,23,Beach Games,2237,Michael, Word.  There we go. Let's see it.,
3,23,Beach Games,2238,Stanley,I would rather work for an upturned broom with a bucket for a head than work for somebody else in this office besides myself. Game on!,
3,23,Beach Games,2239,Michael,"Four. Three. Two. One. Stop your eating! And the winner is Andy Bernard, with 14 hot dogs!",
3,23,Beach Games,2239,Kelly,Team U.S.A.!,
3,23,Beach Games,2239,Andy,One came up.,
3,23,Beach Games,2239,Michael,"13 hot dogs, everybody!",
3,23,Beach Games,2239,Dwight,Damn it!,
3,23,Beach Games,2240,Creed, Nobody told me we were going to have hot dogs!,
3,23,Beach Games,2241,Dwight,Sabotage.,
3,23,Beach Games,2241,Angela,What? What are you saying? Did you say sandwich?,
3,23,Beach Games,2241,Dwight,No. I was saying that before. Not now. Now I am saying sabotage. The ancient Dutch art of screwing up your own team.,
3,23,Beach Games,2241,Angela,I knew you were saying sabotage. I was giving you an example of it. I will misunderstand everything that Andy says until he goes insane.,
3,23,Beach Games,2241,Dwight,"If Michael organizes some kind of group hug, stand next to me.",
3,23,Beach Games,2242,Michael,It's very simple. There are only three rules. You must not touch the ground. You must not step outside of the ring. And you must always wear the safety mittens.,
3,23,Beach Games,2242,Stanley,"Uh, we don't have any safety mittens",
3,23,Beach Games,2242,Michael,Probably left them in the trunk of my car. It's alright. It's alright. Here we go.,
3,23,Beach Games,2242,Karen,Get 'em big boy!,
3,23,Beach Games,2242,Michael,"Aaaaaand, go!",
3,23,Beach Games,2242,Karen,"C'mon, Jim!",
3,23,Beach Games,2242,Jim,What are you doing?,
3,23,Beach Games,2242,Michael,"Nice, Stanley!",
3,23,Beach Games,2242,Stanley, Sorry about that. It's all about taking points away from Dwight.,
3,23,Beach Games,2242,Jim,Yeah. No. Good.,
3,23,Beach Games,2243,Jim,"Oh, my God. I have never seen that look in a man's eyes... ever. I thought that I might die. On beach day.",
3,23,Beach Games,2244,Oscar,If either of these guys are put in charge of the office I will transfer to Albany. Gil can come if he wants. I'm kinda looking for a way out of that relationship anyway. I think I might try girls for a while. Angela thinks I can cross over. We'll see.,
3,23,Beach Games,2245,Dwight, Gaaaaa....,
3,23,Beach Games,2245,Michael,One. Two. Three.,
3,23,Beach Games,2245,Dwight,Yaaaaa! Yaaaaa!,
3,23,Beach Games,2245,Michael,Excellent!,
3,23,Beach Games,2245,Dwight,Gryffindor! Gryffindor!,
3,23,Beach Games,2246,Andy,I didn't win. But the only reason I didn't win is because I recently learned that it's better to work thing out with words.,
3,23,Beach Games,2246,Dwight,That's not why you lost.,
3,23,Beach Games,2246,Andy,Yeah it is. I totally could have kicked your butt so bad.,
3,23,Beach Games,2246,Dwight,"Yeah, right.",
3,23,Beach Games,2246,Andy,"Yeah, right, c'mon! C'mon! ",
3,23,Beach Games,2246,Dwight, Aaaagh! Uggggh! How do you like that?,
3,23,Beach Games,2247,Andy," Oh, God! Waaa! Guhh! Wuuuh! Help! Angela! Angela, hey! Oh, thank God! Please tell somebody!",
3,23,Beach Games,2247,Angela,"What, Andy? Andy, what should I tell them?",
3,23,Beach Games,2247,Andy,"Go tell them I'm floating away, obviously!",
3,23,Beach Games,2247,Angela,I don't understand what you want from me.,
3,23,Beach Games,2247,Andy,"Angela, it's pretty simple! Look at what I'm doing and go tell somebody about it!",
3,23,Beach Games,2247,Angela,"Sorry! Bye, Andy!",
3,23,Beach Games,2247,Andy,Angela!,
3,23,Beach Games,2248,Michael,"I knew that finding a successor would be difficult. I did not know that it would be impossible. Thus far the candidates have been wildly disappointing. Uh, Jim is not taking it seriously. Uh, Stanley is having a stroke. And Andy, where is he? Where the hell is Andy? Where is he, Pam? Do you know? Ah... who's ahead in points?",
3,23,Beach Games,2248,Pam,"I think they're even. At various times you gave Jim ten points, Dwight a gold star, and Stanley a thumbs up. And I don't really know how to compare those units.",
3,23,Beach Games,2248,Michael,Check to see if there is a conversion chart in that notebook.,
3,23,Beach Games,2248,Pam,"I really doubt it, Michael.",
3,23,Beach Games,2248,Michael,Please just check.,
3,23,Beach Games,2249,Jim," Great. Yeah, I'll see you next week. Thank you, and here is Karen Filipelli. Bye.",
3,23,Beach Games,2249,Karen,"Hello? Yeah, hi David. Yes, I would like to be considered for the corporate position in well.",
3,23,Beach Games,2249,Jim,In well?,
3,23,Beach Games,2249,Karen,As well.,
3,23,Beach Games,2249,Jim,How would that work in well? I just want to know.,
3,23,Beach Games,2249,Karen,"Yes. uh, huh.",
3,23,Beach Games,2249,Jim,Wait a minute.,
3,23,Beach Games,2249,Karen,That would be fine.,
3,23,Beach Games,2249,Jim,"If this job is in a well, I don't want it.",
3,23,Beach Games,2249,Karen, Cut it out!,
3,23,Beach Games,2249,Jim,I don't!,
3,23,Beach Games,2250,Michael,What does a great manager need most of all? Courage.,
3,23,Beach Games,2250,Stanley,"How so? I mean... sure thing, that sounds smart... I can't do this anymore! I'm goin' to sit in the bus.",
3,23,Beach Games,2250,Michael,"Your loss, Stanley. Meanwhile the rest of us will have a super fun time defeating our fear and creating a lasting memory. Walking through FIRE!",
3,23,Beach Games,2251,Michael,Who among you has the guts to replace me? Let him walk across these coals.,
3,23,Beach Games,2251,Kevin,Are you going to try it?,
3,23,Beach Games,2251,Angela,I'm not going to talk through the fire after your disgusting feet have gone through.,
3,23,Beach Games,2251,Kevin,"Angela, it is a million degrees.",
3,23,Beach Games,2251,Pam,"I'm gonna do it. And I fully expect to burn my feet and go to the hospital. That's the right spirit when doing a coal walk, right?",
3,23,Beach Games,2251,Michael,"No. No, not you, Pam. You have to keep score.",
3,23,Beach Games,2251,Pam,I'd like to try it.,
3,23,Beach Games,2251,Michael,Pointless.,
3,23,Beach Games,2251,Pam,But I'm not kidding. I really want to do it.,
3,23,Beach Games,2251,Michael,"Blah, blah, blee blup, blup, okay? This is about guts. It takes guts to be a regional manager. Jim, you're up.",
3,23,Beach Games,2251,Jim,Nope.,
3,23,Beach Games,2251,Michael,Ji.. why not? C'mon.,
3,23,Beach Games,2251,Jim,"Oh, 'cause I don't want my feet to get burned.",
3,23,Beach Games,2251,Michael,You do not have what it takes to be a regional manager.,
3,23,Beach Games,2251,Jim,That's harsh.,
3,23,Beach Games,2251,Michael,Who's next? Andy? Where's Andy? Andy is never here today.,
3,23,Beach Games,2252,Andy," Hello? Who's there? My name is Andrew Bernard, I was with a group called Dunder Mifflin. Hello?",
3,23,Beach Games,2253,Kevin,Why don't you go Michael?,
3,23,Beach Games,2253,Michael,Because I already did. Remember? I burned my foot on a George Foreman grill.,
3,23,Beach Games,2253,Jim,"And that is not the same at all. If you're going to ask other people to do it, you should do it yourself.",
3,23,Beach Games,2253,Michael,Alright. Okay. Alright. Fine. 'kay.  The mind has to wrap around the foot.  Okay.,
3,23,Beach Games,2253,Pam,Do you want us to count to three?,
3,23,Beach Games,2253,Michael,"Yes. Count to three, please.",
3,23,Beach Games,2253,Group,Three. Two. One.,
3,23,Beach Games,2253,Michael,"Count the other way. Count... no, no, count one, two, three, not three, two, one.",
3,23,Beach Games,2253,Group,"One. Two. Three! Go! Do it! Go, Michael.",
3,23,Beach Games,2253,Michael,Wait! Am I going on go? Or am I going on three?,
3,23,Beach Games,2253,Creed,On the go that's after three.,
3,23,Beach Games,2253,Michael,Okay.,
3,23,Beach Games,2253,Group,"One, two, three, go!",
3,23,Beach Games,2253,Dwight,No! It's okay. I will do this Michael.,
3,23,Beach Games,2253,Michael,"Don't, don't.",
3,23,Beach Games,2253,Dwight, I will walk and stand on these coals until you award me the position of regional manager!,
3,23,Beach Games,2253,Group,"Wow. Go, Dwight. Keep moving.",
3,23,Beach Games,2253,Dwight, GIVE ME THE JOB! GIVE ME THE JOB!,
3,23,Beach Games,2253,Michael,I'm not going to give it to you.,
3,23,Beach Games,2253,Dwight," Aaagh, aaagh!",
3,23,Beach Games,2253,Pam,"Michael, do something!",
3,23,Beach Games,2253,Dwight,"Aggggh, that stings!",
3,23,Beach Games,2254,Michael,"Being the boss is also about image. I've never looked like that. That was gross. I just, I don't see the connection between a firewalk and management. Worst seventy-five bucks I ever spent. You know what, if I had to pick my replacement based on today, it would be Mr. ""Outside Hire.""",
3,23,Beach Games,2254,Angela,"Or Mrs. ""Outside Hire.""",
3,23,Beach Games,2254,Michael,"Yeah. Ummm, hmm... True. Look, I don't want to leave this branch that I love to an outside hire therefore we are going to have a one hundred point winner take all sudden death tribal council round. To test the aspect of my job that I think is the most important, something I call the Bob Hope factor.",
3,23,Beach Games,2254,Kelly,Who's Bob Hope?,
3,23,Beach Games,2254,Michael,God! He's a comedian.,
3,23,Beach Games,2254,Kelly,"Oh, like Amanda Bynes.",
3,23,Beach Games,2254,Michael,Who's Amanda Bynes?,
3,23,Beach Games,2254,Kelly,"She's from ""What a Girl Wants.""",
3,23,Beach Games,2254,Michael,"Oh, I love that movie. Yes, Kelly is right, the person to replace me has to have a great sense of humor and they have to possess the leadership qualities of a Bynes or a Hope. So without further ado, Jim and Dwight show us what you got.",
3,23,Beach Games,2254,Jim,"Hey, I know what you're looking for, but um, I got to be honest, I really don't think I should be considered as your replacement.",
3,23,Beach Games,2254,Michael,You are being too modest.,
3,23,Beach Games,2254,Jim,"Michael, on Thursday I'm going to drive down and interview with David for the open position in New York.",
3,23,Beach Games,2254,Michael,"Hhhh... okay. That is not funny. I am deducting sixty points from Voldemort for false pretenses. Okay, Dwight your turn. Wow us.",
3,23,Beach Games,2254,Dwight,"The Aristocrats. A man and his wife and his children go into the offices of a talent agency. And the talent agent says, ""Describe your act."" And the man says something really, really raunchy and the talent representative says, ""What do you call yourselves?"" And the man says, ""The Aristocrats!""",
3,23,Beach Games,2255,Pam," Oooh, uh hah, ooh! Wha-hoo! Ahhhh...",
3,23,Beach Games,2256,Dwight, I mean truly repulsive acts.,
3,23,Beach Games,2256,Michael,"That is a very, very funny story.",
3,23,Beach Games,2256,Pam," Hey! I want to say something. I've been trying to be more honest lately and I just need to say a few things. I did the coal walk! Just, I did it! Michael, you couldn't even do that. Maybe I should be your boss? Wow, I feel really good right now. Why didn't any of you come to my art show? I invited all of you. That really sucked. It's like sometimes some of you act like I don't even exist.  Jim, I called off my wedding because of you. And now we're not even friends. And things are just like weird between us, and that sucks. And I miss you. You were my best friend before you went to Stamford, and I really miss you. I shouldn't have been with Roy. And there were a lot of reasons to call off my wedding. But the truth is, I didn't care about any of those reasons until I met you. And now you're with someone else. And that's... fine. It's... whatever. That's not what... I'm not... Okay, my feet really hurt. The thing that I'm just trying to say to you, Jim... and to everyone else in this circle I guess, is that I miss having fun with you. Just you, not everyone in the circle. Okay, I am going to go walk in the water now. Yeah. It's a good day.",
3,23,Beach Games,2256,Michael,"Pam, that was amazing. But I am still looking for someone with a sales background.",
3,23,Beach Games,2257,Group,"Flintstones, meet the Flintstones. They're a modern stone-age family. Ba-ba-da-da-da. From the town of Bedrock, they're a page right out of history. Ba-da-da-da-da.  When you're with the Flintstones, have a yabba-dabba-doo time, a dabba-doo time, we'll have a gay old time!",
3,23,Beach Games,2257,Michael,WWWWIIIILLLLMMMMAAAA!,
3,23,Beach Games,2257,Andy,Nice!,
3,24,The Job (Parts 1&2),2258,Michael, David!,
3,24,The Job (Parts 1&2),2258,David," Oh, Michael?",
3,24,The Job (Parts 1&2),2258,Michael,Are we all set?,
3,24,The Job (Parts 1&2),2258,David,Isn't our interview tomorrow?,
3,24,The Job (Parts 1&2),2258,Michael,"Yes. I just happened to be in the neighborhood, thought I'd drop in and say hello.",
3,24,The Job (Parts 1&2),2258,David,You happened to be in mid-town Mahattan?,
3,24,The Job (Parts 1&2),2258,Michael,Thought I'd catch a show.,
3,24,The Job (Parts 1&2),2258,David,In the middle of a work day?,
3,24,The Job (Parts 1&2),2258,Michael,"Naaah. You know what? Since I'm here, let me ask you a few questions about the job.",
3,24,The Job (Parts 1&2),2258,David,Okay.,
3,24,The Job (Parts 1&2),2258,Michael,"Um, how many people are you interviewing?",
3,24,The Job (Parts 1&2),2258,David,We're only interviewing the branch managers and some other upper level company people.,
3,24,The Job (Parts 1&2),2258,Michael,"Ah, well, good. Out of curiosity are you interviewing anyone who has been here longer than I have, or manages more people?",
3,24,The Job (Parts 1&2),2258,David,I don't think so.,
3,24,The Job (Parts 1&2),2258,Michael,Great. One more... question. When you merged those branches who did you put in charge?,
3,24,The Job (Parts 1&2),2258,David,I believe we put you in charge.,
3,24,The Job (Parts 1&2),2258,Michael,"Ah, great. No further questions.",
3,24,The Job (Parts 1&2),2258,David,"Okay, Michael.",
3,24,The Job (Parts 1&2),2258,Michael,Okay.,
3,24,The Job (Parts 1&2),2258,David,I'm really looking forward to our interview.,
3,24,The Job (Parts 1&2),2258,Michael,And I'm really looking forward to working with you.,
3,24,The Job (Parts 1&2),2259,Michael,"I got it made in the shade. I know this company. The other branch managers are total morons.  Hey, Pam yeah, I forgot what day the interview was and I drove to New York accidentially. I'll be like three hours late.",
3,24,The Job (Parts 1&2),2260,Kevin, Hey.,
3,24,The Job (Parts 1&2),2260,Jim,"Hey, Kev.",
3,24,The Job (Parts 1&2),2260,Kevin,What's different about you? You look worse.,
3,24,The Job (Parts 1&2),2260,Jim,Thank you.,
3,24,The Job (Parts 1&2),2260,Meredith,"You got a haircut. It's sexy, hot.",
3,24,The Job (Parts 1&2),2260,Jim,Ohhh...,
3,24,The Job (Parts 1&2),2260,Meredith,Turn around.,
3,24,The Job (Parts 1&2),2260,Jim,No.,
3,24,The Job (Parts 1&2),2260,Meredith,Yes.,
3,24,The Job (Parts 1&2),2260,Jim,No way.,
3,24,The Job (Parts 1&2),2260,Meredith,Do it!,
3,24,The Job (Parts 1&2),2260,Andy,"Blup-dup-do. What's up, Big Haircut? You are no longer Big Tuna. From henceforth, you shall be known as Big Haircut.",
3,24,The Job (Parts 1&2),2260,Jim, Andy...,
3,24,The Job (Parts 1&2),2260,Andy,"What is it, Big Haircut?",
3,24,The Job (Parts 1&2),2260,Jim,Nothing.,
3,24,The Job (Parts 1&2),2260,Andy,"Sorry, I can't hear you Big Haircut.",
3,24,The Job (Parts 1&2),2260,Jim,Yup.,
3,24,The Job (Parts 1&2),2260,Andy,What?,
3,24,The Job (Parts 1&2),2261,Jim,"Karen suggested that I get a haircut for the interview tomorrow so that I could look presentable and not, as she so lovingly puts it, homeless.",
3,24,The Job (Parts 1&2),2262,Pam,Hey. I think it looks great.,
3,24,The Job (Parts 1&2),2262,Jim,"Thanks, Pam.",
3,24,The Job (Parts 1&2),2263,Pam,"After I had my little outburst at the beach, Jim was really nice about it. He just basically said that he missed my friendship too and I would always mean a lot to him and I understand where he's coming from. For the record, I am not embarassed at all. It needed to be said, and I said it, and it only took me three years to summons the courage, so  thank you.",
3,24,The Job (Parts 1&2),2264,Michael, Yeah.,
3,24,The Job (Parts 1&2),2264,Dwight,You wanted to see me?,
3,24,The Job (Parts 1&2),2264,Michael,"Yes, the time has come to name my own replacement. So please hand this letter of congratulations to Dwight K. Schrute.",
3,24,The Job (Parts 1&2),2264,Dwight,"But that's my name.  Dwight, congratuations a-wipe. Don't screw the pooch.  Thank you.",
3,24,The Job (Parts 1&2),2264,Michael,Okay. Uh...,
3,24,The Job (Parts 1&2),2264,Dwight," Thank you, Michael.",
3,24,The Job (Parts 1&2),2264,Michael,"Uh, okay.",
3,24,The Job (Parts 1&2),2264,Dwight, Thank you so much.,
3,24,The Job (Parts 1&2),2264,Michael,Stop crying.,
3,24,The Job (Parts 1&2),2264,Dwight, Thank you.,
3,24,The Job (Parts 1&2),2264,Michael,Ohhhhh...,
3,24,The Job (Parts 1&2),2265,Pam,Hey.,
3,24,The Job (Parts 1&2),2265,Karen,Hey.,
3,24,The Job (Parts 1&2),2265,Pam,"Um, about the beach...",
3,24,The Job (Parts 1&2),2265,Karen,"It's okay, we all say things without thinking.",
3,24,The Job (Parts 1&2),2265,Pam,"Oh, no it's not that, I've actually been thinking that for a long time, and I'm glad I said it. I just... I'm sorry if it made you feel weird.",
3,24,The Job (Parts 1&2),2265,Karen, Oh. Okay.,
3,24,The Job (Parts 1&2),2266,Karen,Pam is... kind of a bitch.,
3,24,The Job (Parts 1&2),2267,Karen,"Hey, what if we leave tonight? Grab a bite, get a hotel room, enjoy the city a little bit.",
3,24,The Job (Parts 1&2),2267,Jim,"Ahhh... just have so much paperwork to do.  Wow. Done. Okay, let's do it.",
3,24,The Job (Parts 1&2),2268,Jim,So I was wondering if Karen and I could get off a few hours early 'cause we want to spend the night in the city.,
3,24,The Job (Parts 1&2),2268,Michael,Why so you can do it?,
3,24,The Job (Parts 1&2),2268,Jim,Whoops.,
3,24,The Job (Parts 1&2),2268,Michael,"No, um, well I was thinking that uh, actually we could all leave tomorrow and do a convoy you know? Convoys are really fun. Pull up next to each other, give each other the finger...",
3,24,The Job (Parts 1&2),2268,Jim,Hmmm.,
3,24,The Job (Parts 1&2),2268,Karen,Heh.,
3,24,The Job (Parts 1&2),2268,Michael,Moon each other.,
3,24,The Job (Parts 1&2),2268,Jim,"Ah, we're gonna go tonight, but we're gonna see you there tomorrow morning, right?",
3,24,The Job (Parts 1&2),2268,Michael,All right.,
3,24,The Job (Parts 1&2),2268,Jim,All right.,
3,24,The Job (Parts 1&2),2268,Michael,Your loss.,
3,24,The Job (Parts 1&2),2268,Karen,"Wait, how would you moon us if you were driving?",
3,24,The Job (Parts 1&2),2268,Michael,Cruise control.,
3,24,The Job (Parts 1&2),2268,Karen,Oh.,
3,24,The Job (Parts 1&2),2269,Kevin,"So Jim, who do you think is hotter? Pam or Karen?",
3,24,The Job (Parts 1&2),2269,Jim,"Yeah, I'm not going to talk about this now.",
3,24,The Job (Parts 1&2),2269,Kevin,Pam is taller.,
3,24,The Job (Parts 1&2),2269,Jim,You sure?,
3,24,The Job (Parts 1&2),2269,Kevin,"Yes. She has bigger breasts, too.",
3,24,The Job (Parts 1&2),2269,Jim,Wow.,
3,24,The Job (Parts 1&2),2269,Kevin,I think Karen has a prettier face.,
3,24,The Job (Parts 1&2),2269,Jim,"Uh, hmm.  Uh, hmm. What else?",
3,24,The Job (Parts 1&2),2269,Kevin,Well I mean Pam's face is really pretty too. It's a very tough call.,
3,24,The Job (Parts 1&2),2269,Jim,Hm. Really tough call.,
3,24,The Job (Parts 1&2),2269,Kevin,Yeah.,
3,24,The Job (Parts 1&2),2269,Jim,"You know what? Why don't you take the rest of the day, figure it out and then come back and tell me what you got.",
3,24,The Job (Parts 1&2),2269,Kevin,Will do.,
3,24,The Job (Parts 1&2),2269,Jim,All right. ,
3,24,The Job (Parts 1&2),2270,Oscar,"Hey, Pam I've been meaning to say something to you. I really miss our friendship. ",
3,24,The Job (Parts 1&2),2270,Pam,"Wow, very funny.",
3,24,The Job (Parts 1&2),2270,Stanley,I've never heard you talk that much. I thought it was Kelly.,
3,24,The Job (Parts 1&2),2270,Kelly,"Are you kidding? I would have never done that. It was pathetic-ville. No offense, Pam.",
3,24,The Job (Parts 1&2),2270,Meredith,"You know what? Don't even worry about it. Everyone was so drunk, I bet no one even remembers what you said.",
3,24,The Job (Parts 1&2),2270,Creed,I remember. I blogged the whole thing.,
3,24,The Job (Parts 1&2),2271,Ryan,Last year Creed asked me how to set up a blog. Wanting to protect the world from being exposed to Creed's brain I opened up a Word document on his computer and put an address at the top. I've read some of it. Even for the intranet it's... pretty shocking.,
3,24,The Job (Parts 1&2),2272,Michael,"There they are, the Accounting Department. I shall miss your humility and your promptly printed checks.",
3,24,The Job (Parts 1&2),2272,Kevin,Do you think it's gonna to be weird working with Jan in New York?,
3,24,The Job (Parts 1&2),2272,Michael,"No. Not at all. I haven't talked to Jan since we broke up, and I think if she had something to say she would have called me.",
3,24,The Job (Parts 1&2),2272,Oscar,Maybe you should talk to her? Before...,
3,24,The Job (Parts 1&2),2272,Michael,"No, no, no. You know what? It's a done deal. I basically have the job already. There's nothing she can do to stop it now. I already sold my condo.",
3,24,The Job (Parts 1&2),2272,Oscar,Michael...,
3,24,The Job (Parts 1&2),2272,Kevin,What?,
3,24,The Job (Parts 1&2),2272,Angela,Why?,
3,24,The Job (Parts 1&2),2272,Oscar,"I'm sorry, that just doesn't make sense.",
3,24,The Job (Parts 1&2),2272,Michael,"Yes, I...",
3,24,The Job (Parts 1&2),2272,Angela,Wha? Who gave you that advice?,
3,24,The Job (Parts 1&2),2272,Kevin,"Yeah, Michael you should never sell your condo...",
3,24,The Job (Parts 1&2),2272,Michael,I have to buy another place.,
3,24,The Job (Parts 1&2),2272,Angela,But you said you were in debt. ,
3,24,The Job (Parts 1&2),2272,Oscar,You're not sure that you have the job.,
3,24,The Job (Parts 1&2),2272,Michael,"I sold it on eBay. The buyer was very motivated, as was I. It went for eighty percent of what I paid. Sold in record time.",
3,24,The Job (Parts 1&2),2273,Dwight,"How would you like to spend the night with the Regional Manager of Dunder-Mifflin, Scranton?",
3,24,The Job (Parts 1&2),2273,Angela,"No Dwight, I don't care if that is how they consolidated power in ancient Rome.",
3,24,The Job (Parts 1&2),2273,Dwight,"No, no, not Michael.  Me. I'm taking his job.",
3,24,The Job (Parts 1&2),2273,Angela," Not now.  Goodbye, Kelly Kapoor.",
3,24,The Job (Parts 1&2),2274,Dwight," Jim, Jim, Jim. Jim, Jim, Jim, Jim, Jim, Jim, Jim.",
3,24,The Job (Parts 1&2),2274,Jim,"Oh hey, Dwight.",
3,24,The Job (Parts 1&2),2274,Dwight,I am gonna be your new boss.  It's my greatest dream come true. Welcome to the Hotel Hell. Check in time is now. Check out time is never.,
3,24,The Job (Parts 1&2),2274,Jim,Does my room have cable?,
3,24,The Job (Parts 1&2),2274,Dwight,No. And the sheets are made of fire.,
3,24,The Job (Parts 1&2),2274,Jim,Can I change rooms?,
3,24,The Job (Parts 1&2),2274,Dwight,"Sorry, we're all booked up. Hell convention in town.",
3,24,The Job (Parts 1&2),2274,Jim,Can I have a late checkout?,
3,24,The Job (Parts 1&2),2274,Dwight,I'll have to talk to the manager.,
3,24,The Job (Parts 1&2),2274,Jim,You're not the manager even in your own fantasy?,
3,24,The Job (Parts 1&2),2274,Dwight,I'm the owner. The co-owner. With Satan!,
3,24,The Job (Parts 1&2),2274,Jim,"Okay, just so I understand it, in your wildest fantasy you are in Hell and you are co-running a bed and breakfast with the devil?",
3,24,The Job (Parts 1&2),2274,Dwight,"Yeah, but I haven't told you my salary yet.",
3,24,The Job (Parts 1&2),2274,Jim,Go.,
3,24,The Job (Parts 1&2),2274,Dwight,Eighty thousand dollars a year.,
3,24,The Job (Parts 1&2),2275,Dwight,Once I'm officially Regional Manager my first order of business will be to demote Jim Halpert. So I will need a new number two. My ideal choice? Jack Bauer. But he is unavailable. Fictional. And overqualified.,
3,24,The Job (Parts 1&2),2276,Andy, I will see you at the inter-view.,
3,24,The Job (Parts 1&2),2276,Dwight,Yes you will.,
3,24,The Job (Parts 1&2),2277,Michael,Who is D. Abramson?,
3,24,The Job (Parts 1&2),2277,Pam,He's from that company in Pitts...,
3,24,The Job (Parts 1&2),2277,Jan, Michael.,
3,24,The Job (Parts 1&2),2277,Michael,Why... are you here?,
3,24,The Job (Parts 1&2),2277,Jan,"Uh, how are you?",
3,24,The Job (Parts 1&2),2277,Michael,"I'm good. How are you, Janet? It's good to see you.",
3,24,The Job (Parts 1&2),2277,Jan,"I'm great. Uh, can we, can we talk... privately... for a minute?",
3,24,The Job (Parts 1&2),2277,Michael,Why privately?,
3,24,The Job (Parts 1&2),2277,Jan,"I just,  I uh... I don't uh... I, I don't, I don't like the way that we left things.",
3,24,The Job (Parts 1&2),2277,Michael,"Okay, sure, fine. Um, why don't you wait in my office. I have some important business matters to take care of.",
3,24,The Job (Parts 1&2),2277,Jan,Okay.,
3,24,The Job (Parts 1&2),2277,Michael,Okay.,
3,24,The Job (Parts 1&2),2278,Michael,"Pam, Defcon ten. Houston, we have a problem.",
3,24,The Job (Parts 1&2),2278,Pam,What do you want me to do?,
3,24,The Job (Parts 1&2),2278,Michael,"Uh, I may need some immediate assistance. If you would slowly and quietly gather the ladies in the conference room. Phyllis, Angela, Karen.",
3,24,The Job (Parts 1&2),2278,Pam,What about Meredith?,
3,24,The Job (Parts 1&2),2278,Michael,No. She's an alternate.,
3,24,The Job (Parts 1&2),2279,Michael,"So, how you been?",
3,24,The Job (Parts 1&2),2279,Jan,Been good.,
3,24,The Job (Parts 1&2),2279,Michael,Good.,
3,24,The Job (Parts 1&2),2279,Jan,Good.,
3,24,The Job (Parts 1&2),2279,Michael,Yeah.,
3,24,The Job (Parts 1&2),2279,Jan,"Sorry to drop by unexpectedly. I uh, I tried calling, but I kept getting voice mail.",
3,24,The Job (Parts 1&2),2279,Michael,"Weird. Yeah, I didn't get both of your messages.",
3,24,The Job (Parts 1&2),2280,Pam,"So, um, Michael needs us in the conference room.",
3,24,The Job (Parts 1&2),2280,Karen,'Cause of Jan again?,
3,24,The Job (Parts 1&2),2280,Karen,"Hey, uh, before I leave tonight, would you mind making a half a dozen copies of Jim's and my sales reports for our interviews tomorrow?",
3,24,The Job (Parts 1&2),2280,Pam,"Uh, sure.",
3,24,The Job (Parts 1&2),2280,Karen,Thanks.,
3,24,The Job (Parts 1&2),2280,Pam,I really hope you get the job.,
3,24,The Job (Parts 1&2),2280,Karen,Thanks. ,
