season,episode,title,scene,speaker,line,Unnamed: 6
4,18,"Goodbye, Toby (Parts 1&2)",3041,Jan,"No, no no... it's not just any sperm bank. I mean, it's really... this is a really, really great place. It's amazing, actually. I'm gonna bring you the catalogue. You should look through it. It's... and it's-in fact, it's right next to that little breakfast place that you like in the city where you can draw on the tables.",
4,18,"Goodbye, Toby (Parts 1&2)",3042,Jan,"If I was 22, and I had lots of time to have lots of children, then sure, let's let Michael have a shot at one of 'em. But, honestly, I need to make this one count.",
4,18,"Goodbye, Toby (Parts 1&2)",3043,Jan,"Oh, that's really good. I feel so much better. I just needed to get all that out onto the table.",
4,18,"Goodbye, Toby (Parts 1&2)",3043,Jan,"Look, I don't know what you're gonna be doing tomorrow, but I have my Lamaze class in Allentown, and um... you could come. I usually, you know, use a foam noodle instead of a partner...",
4,18,"Goodbye, Toby (Parts 1&2)",3052,Toby,"Hey. Hey, you know, I just realized uh, I don't have a picture of the two of us.",
5,1,Weight Loss (Parts 1&2),3088,Jan,I need you to make me 100 copies of this on canary yellow.,
5,1,Weight Loss (Parts 1&2),3088,Jan,"Oh, great. Yeah, Serenity by Jan is kicking ass and taking names. You remember last week when that girl went missing? Guess whose candles they used for the vigil?",
5,1,Weight Loss (Parts 1&2),3092,Angela,"Listen, dummy! It's not that hard. All you have to do is take the numbers from the sales report and type them into a master spreadsheet. A G.D. monkey could do it. I do not understand why you can't do it.",
5,1,Weight Loss (Parts 1&2),3095,Angela,"I have a nice comforter and several cozy pillows. I usually read a chapter of a book, and it's lights out by 8:30. That's how I sleep at night!",
5,1,Weight Loss (Parts 1&2),3105,Angela,No. My doctor wants me to gain weight.,
5,1,Weight Loss (Parts 1&2),3138,Oscar,Because it's your making-fun-of-fat-people character.,
5,1,Weight Loss (Parts 1&2),3138,Oscar,"I think of him as more like... a monster? What about, ""I say, I say, I say, I'll sit on you!""",
5,1,Weight Loss (Parts 1&2),3150,Angela,I hate to even ask because you have been so accommodating about all the wedding stuff.,
5,1,Weight Loss (Parts 1&2),3150,Angela,"Is there any way our first dance can be to my favorite song, The Little Drummer Boy?",
5,1,Weight Loss (Parts 1&2),3154,Toby," Oh, I went zip lining my third day in Costa Rica. I guess the harness wasn't strapped in exactly right. I broke my neck. And, I've been in the hospital five weeks now. I still haven't seen the beach. It's nice to have visitors.",
5,3,Business Ethics,3160,Oscar,That isn't ethics. Ethics is a real discussion of the competing conceptions of the good. This is just the corporate anti-shoplifting rules.,
5,3,Business Ethics,3160,Oscar,"Ok, once in a while I'll take a long lunch.",
5,3,Business Ethics,3160,Angela,"I once reported Oscar to the INS. Turns out he's clean, but I'm glad I did it.",
5,4,Baby Shower,3182,Angela,"Per your instructions, we have the personalized M&Ms with the baby names. This is your boy bowl, with the name ""Chevy."" And this is the girl bowl, with M&Ms with the name ""Astird.""",
5,4,Baby Shower,3182,Angela,"Michael wrote down ""Astird.""",
5,4,Baby Shower,3184,Oscar,Why do we have to pay money to get a gift for his ex-girlfriend's unborn sperm bank baby?,
5,4,Baby Shower,3190,Jan,This is my baby.,
5,4,Baby Shower,3192,Jan,"Well, um, you know, labor just kind of started very suddenly and-",
5,4,Baby Shower,3192,Jan,"And the birth instructor thought it wasn't a good idea for you to be there, so...",
5,4,Baby Shower,3192,Jan,"OK, you don't have any idea what I've been through, so, let's...",
5,4,Baby Shower,3192,Jan,"I'm sorry, I thought today at the baby shower would be a good time for the two of you to meet.",
5,4,Baby Shower,3192,Jan,"Yes, yes you can. You know, I think, just leave her in the car seat. Yeah.",
5,4,Baby Shower,3194,Jan,"Michael, Michael, Michael, that's... yeah... that's too high. I'll take that.",
5,4,Baby Shower,3197,Jan, Being good isn't always easy / No matter how hard I try / When he started sweet-talking to me / He'd come and tell me everything is all right / He'd kiss and tell me everything is all right / Can I get away again tonight / The only one...,
5,4,Baby Shower,3200,Jan, How well I remember / The look that was in his eyes / Stealing kisses from me on the sly / Taking time to make time / Telling me that he's all mine / Learning from each other's knowing / Looking to see how much we've grown / And the only one...,
5,4,Baby Shower,3204,Jan,"Well, actually, I, uh, I had a tub birth. And it was really, really quite amazing.",
5,4,Baby Shower,3204,Jan,"Yeah, it's a really nice transition from womb to world, you know, kind of like a big womb.",
5,4,Baby Shower,3204,Jan,"Oh, yeah, the afterbirth floats, yeah.",
5,4,Baby Shower,3204,Jan,"Oh no, it's actually really hygienic, Creed.",
5,4,Baby Shower,3204,Jan,And after the birth you get out and deliver the afterbirth. ,
5,4,Baby Shower,3205,Jan,"You're sad about this. I know that, and I wish that I... but... would it help if you held Astrid for just a, a little bit?",
5,4,Baby Shower,3205,Jan,"All right. Um, I'm just going to lie down for a couple of minutes. I'm exhausted, so um. Remind me to talk to you about Astrid's 529. Wake me in twenty.",
5,4,Baby Shower,3208,Angela," That's good. Now, I need you to - I need it to look up here. Get the baby to look up here, ready?",
5,4,Baby Shower,3208,Jan,What are you doing? What's going on? Excuse me.,
5,4,Baby Shower,3208,Jan,You don't flash around a newborn baby. Don't you know that?,
5,4,Baby Shower,3209,Jan,"Michael, I need your help.",
5,4,Baby Shower,3211,Jan,"Oh, no, Michael, you know what? I really have to go.",
5,4,Baby Shower,3211,Jan,"You know what, where is the stroller that I came in with?",
5,4,Baby Shower,3211,Jan,"Ah. Thanks, Dwight.",
5,4,Baby Shower,3212,Jan,"OK. You know what? There is, uh, there is one more thing that you can do for me.",
5,4,Baby Shower,3212,Jan,Don't date Holly.,
5,4,Baby Shower,3212,Jan,Thanks for the baby shower. It was great. And I'll see you... soon.,
5,5,Crime Aid,3230,Angela,"Yes, that's correct. I need to cancel checks from 10,001 to 90,000.",
5,5,Crime Aid,3240,Oscar,"So, in order to recoup the value of items we liked, we have to spend more money on things we don't want. Who would ever come to this?",
5,7,Customer Survey,3320,Angela,"OK fine you can have your tent, but only if it's in a field, a hand-plowed field",
5,7,Customer Survey,3320,Angela,There has to be a barn that's old enough that you can see the stars through the roof slats when you lay on your back. And antique tools to look at when you roll over.,
5,7,Customer Survey,3320,Angela,No. But anything within a five- to eight-mile radius is acceptable.,
5,8,Business Trip,3360,Oscar,What do you see in her? Wh -- what do you see in Angela?,
5,8,Business Trip,3360,Oscar,I'd like to know. You should call her and ask her. I'd like to know what's wrong with her.,
5,8,Business Trip,3360,Oscar,"Do it! It's a--- Call her!  Oh my God, don't call her! Don't call her, Andy.  Andy, don't call her!",
5,9,Frame Toby,3373,Angela,"Are you swallowing them whole? You're eating them so fast, are they even touching your tongue?",
5,9,Frame Toby,3382,Oscar," ""To whoever made the microwave mess: the microwave is a shared kitchen appliance. By not cleaning it up you are basically telling whoever follows that their time is less valuable, as they will have to scrub out your disgusting splatter. Sincerely, disappointed.""",
5,9,Frame Toby,3382,Oscar,"The note. So ""holier than thou"".",
5,9,Frame Toby,3383,Toby,"Well that's sweet, I missed you guys too.",
5,9,Frame Toby,3383,Toby,"Well, um, it was amazing. It really was, thanks for asking. Um the beaches were pristine...",
5,9,Frame Toby,3383,Toby,"...and, yeah, the whole thing was incredibly cathartic.",
5,9,Frame Toby,3383,Toby,It was actually kind of hard to meet people I found.,
5,9,Frame Toby,3383,Toby,"And uh, yeah, plus it was hot.",
5,9,Frame Toby,3383,Toby,"Are you all right, Michael?",
5,9,Frame Toby,3387,Toby,Hey guys that's really inappropriate.,
5,9,Frame Toby,3387,Toby,"I'm not going to punch you, Michael.",
5,9,Frame Toby,3387,Toby,"No, why would I punch you?",
5,9,Frame Toby,3395,Toby,"Hey, what's going on? You don't have my permission to do this.",
5,9,Frame Toby,3395,Toby,"Hey, hey what are- why are you doing this?",
5,9,Frame Toby,3395,Toby,Don't search my stuff.,
5,9,Frame Toby,3395,Toby,I have a reasonable right to privacy.,
5,9,Frame Toby,3395,Toby,That was... I went to Costa Rica for a few months. What is going on?,
5,9,Frame Toby,3395,Toby,That is not mine. I have never seen that before.,
5,9,Frame Toby,3395,Toby,What is going on here?,
5,9,Frame Toby,3395,Toby,"I didn't put caprese salad in my drawer, Michael.",
5,9,Frame Toby,3395,Toby,"You know but the police could have been out there you know, catching real criminals instead of here searching my stuff.",
5,9,Frame Toby,3396,Toby,"Well, I don't see it that way.",
5,10,The Surplus,3402,Oscar,"Alright, well this is the overall budget for this fiscal year along the x-axis...",
5,10,The Surplus,3402,Oscar,You can see clearly on this page that we have a surplus of $4300.,
5,10,The Surplus,3402,Oscar,But we have to spend that by the end of the day or it will be deducted from next year's budget.,
5,10,The Surplus,3402,Oscar,Your mommy and daddy give you ten dollars to open up a lemonade stand. So you go out and you buy cups and you buy lemons and you buy sugar. And now you find out that it only costs you nine dollars.,
5,10,The Surplus,3402,Oscar,"So you can give that dollar back to mommy and daddy, but guess what? Next summer...",
5,10,The Surplus,3402,Oscar,"And you ask them for money, they're gonna give you nine dollars. 'Cause that's what they think it costs to run the stand. So what you want to do is spend that dollar on something now, so that your parents think it costs ten dollars to run the lemonade stand.",
5,10,The Surplus,3402,Oscar,We have to spend that $4300 by the end of the day or it'll be deducted from next year's budget.,
5,10,The Surplus,3403,Oscar,"Now listen, we are a paper company. How can we take pride in our jobs if we have to put our fine paper in this wretched machine?",
5,10,The Surplus,3403,Toby,"We should really have the office's air quality tested. We have radon coming from below, we have asbestos in the ceilings. These are silent killers.",
5,10,The Surplus,3421,Angela,"Dwight, I thought I knew what I wanted. And then, being here with you and the German Mennonite minister... it just all felt right. I made a mistake picking Andy.",
5,10,The Surplus,3424,Oscar,"What's 15% of 200?  Thank you. Everyone, Michael is returning the surplus so he can keep 15% as a bonus.",
5,11,Moroccan Christmas,3437,Angela,I am not going to judge Phyllis for desecrating Christmas. There is one person who will though and Phyllis just stuffed him into a drawer.,
5,11,Moroccan Christmas,3444,Angela,Really Andy? It's Christmas and your singing about nudity and France.,
5,11,Moroccan Christmas,3457,Toby,"Michael, we are only allowed to talk about Meredith's work performance. We can not ask her to stop drinking.",
5,11,Moroccan Christmas,3459,Toby,"Michael, We should contact some experts. You don't know what your doing.",
5,11,Moroccan Christmas,3473,Toby," Hey Sasha, it's daddy. Have you ever heard of this doll , Princess Unicorn?",
5,11,Moroccan Christmas,3473,Toby,"No, No, No. No, I'm just curious if you've heard of it.",
5,11,Moroccan Christmas,3474,Toby,This is great. My ex-wife's going to be so pissed.  For once daddy's gonna be a hero.,
5,11,Moroccan Christmas,3475,Toby,"Hey, I'd like to buy one of your dolls.",
5,11,Moroccan Christmas,3475,Toby,"But I-- I promised my daughter. Darryl, look-- I-- I need the doll, I need the doll. I-- I'm-- I'm begging you. I just-- I need it more than anything in this world. I need this doll. Darryl, man I need this doll.",
5,11,Moroccan Christmas,3475,Toby,I only have $200.,
5,11,Moroccan Christmas,3475,Toby,No. It's even-- it's even better than the one I wanted.,
5,11,Moroccan Christmas,3477,Angela,"I'm not moving the tree. Face it. The only power you have over me is this big secret that I know you're not going to tell. And you want to know how I know that? Because then you won't be able to plan your stupid, tacky parties anymore. So you move the tree.",
5,12,The Duel,3488,Oscar,"That was good... It's just, at the end you weren't saying something that could also apply to the form.",
5,12,The Duel,3496,Angela,"Andy, I'm engaged to you. I mean, we just signed off on our wedding flowers. Would I have said yes to formal chrysanthemums if I didn't want to get married? And, we went through all that stuff with our wedding cake...",
